Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;576;0;0;0.21;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.1;0;576;0;0;0.21;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.2;0;576;0;0;0.19;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.3;0;576;0;0;0.17;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.4;0;576;0;0;0.17;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.5;0;576;0;0;0.19;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.6;0;576;0;0;0.17;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.7;0;576;0;0;0.19;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.8;0;576;0;0;0.17;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
0.9;0;576;0;0;0.15;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1;0;576;0;0;0.19;0;392.1;-0.95;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.1;0;576;0;0;0.17;0;392.1;-0.9;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.2;0;576;0;0;0.19;0;392.1;-0.95;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.3;0;576;0;0;0.11;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.4;0;576;0;0;0.11;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.5;0;576;0;0;0.11;0;392.1;-1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.6;0;576;0;1;0.09;0;392.1;-1.1;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.7;0;576;0;3;0.17;0;392.1;-1.2;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.8;0;576;1.55;5.77;0.25;0;392.1;-1.3;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
1.9;0;576;7.21;7.86;0.29;0;392.1;-1.4;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2;0;576;11.65;9.14;0.29;0;392.1;-1.45;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.1;0;576;12.18;11.77;0.32;0;392.1;-1.5;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.2;0;576;12.7;16;0.35;0;392.05;-1.65;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.3;0;576;14.15;19.64;0.33;0;392;-1.8;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.4;0;576;17.05;20.5;0.38;0;392;-2.04;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.5;0;576;19.93;25.64;0.44;0;392;-2.29;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.6;0.02;576;22.33;33.77;0.54;0;391.95;-2.74;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.7;0;576;23.48;41.77;0.68;0;391.9;-3.19;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.8;0.12;576;23.65;48.91;0.67;0;391.85;-3.68;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
2.9;0.72;576;23.65;55;0.74;0;391.8;-4.18;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3;0.86;576;23.48;57.27;0.73;0;391.75;-4.59;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.1;1.16;576;23.48;61;0.88;0;391.7;-4.99;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.2;1.47;576;23.48;61.27;1;0;391.65;-5.48;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.3;1.63;576;23.65;62.86;0.93;0;391.6;-5.98;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.4;1.97;576;23.65;63.5;0.89;0;391.55;-6.53;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.5;2.27;576;23.69;64.86;0.96;0;391.5;-7.08;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.6;2.58;576;23.8;65.23;0.96;0;391.45;-7.39;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.7;2.89;576;23.8;63.86;0.87;0;391.4;-7.69;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.8;3.22;576;24.28;63;1.02;0;391.4;-7.99;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
3.9;3.53;576;27.66;62.64;0.99;0;391.4;-8.29;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
4;3.89;576;29.1;62.74;0.98;0;391.3;-9.36;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
4.1;4.17;576;30.04;70.88;1.04;0;391.2;-10.46;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
4.2;4.55;576;30.18;75.62;1.12;0;391.1;-11.37;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.5
4.3;4.89;576;30.18;77.74;0.97;0;391;-12.27;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.52
4.4;5.27;576;30.18;78.74;1.16;0;390.95;-12.64;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.53
4.5;5.61;576;30.14;77.38;0.64;0;390.9;-12.99;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.55
4.6;5.94;576;29.85;75.24;0.9;0;390.85;-13.19;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.57
4.7;6.27;576;29.85;74.14;0.73;0;390.8;-13.39;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.58
4.8;6.49;576;29.85;70.64;0.75;0;390.85;-13.11;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.6
4.9;6.78;576;30;67.88;0.59;0;390.9;-12.81;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.62
5;6.99;576;30.18;64.26;0.57;0;390.95;-11.98;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.63
5.1;7.25;576;30.3;56.76;0.53;0;391;-11.13;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.65
5.2;7.44;576;30.49;48.88;0.43;0;391.1;-10.18;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.67
5.3;7.58;576;31.25;44.12;0.25;0;391.2;-9.23;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.67
5.4;7.67;576;31.58;40.64;0.34;0;391.25;-8.52;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.67
5.5;7.77;576;32.51;34.88;0.29;0;391.3;-7.82;16;17;86.8;100;8;89.5;0;0;0;1;15.5;85;16.5;24.67
