Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;477;0;0;-0.23;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.1;0;477;0;0;-0.23;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.2;0;477;0;0;-0.22;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.3;0;477;0;0;-0.22;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.4;0;477;0;0;-0.26;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.5;0;477;0;0;-0.27;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.6;0;477;0;0;-0.26;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.14;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.45;5.55;0.84;-1.08;-0.12;1.01
0.7;0;477;0;0;-0.27;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.43;-0.91;-0.47;-0.65;0.13;-0.56;-0.04;-1;-2.05;-2.48;-2.39;3.46;5.56;0.84;-1.08;-0.13;1
0.8;0;477;0;0;-0.25;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.44;-0.91;-0.47;-0.65;0.13;-0.56;-0.04;-1;-2.05;-2.49;-2.39;3.47;5.57;0.84;-1.08;-0.14;0.99
0.9;0;477;0;0;-0.23;0;374.9;-1.3;1;1;52.9;58;8;88.5;0;0;0;0;1;378;0;1;2.58;-1;85;-1;-0.46;5;10;-0.74;-1.45;-0.91;-0.47;-0.65;0.12;-0.56;-0.04;-1;-2.05;-2.5;-2.39;3.48;5.58;0.84;-1.08;-0.15;0.98
