Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;473;0;0;-0.09;0;373.2;-6;10;10;53.4;59;8;88.5;0.64;1480;1840;0;1;376;4;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.1;0;473;0;0;-0.06;0;373.2;-6.03;10;10;53.4;59;8;88.5;0.64;1514.7;1840;0;1;376;4.08;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.2;0;473;0;0;-0.08;0;373.2;-6.13;10;10;53.4;59;8;88.5;0.64;1624.68;1880.87;0;1;376;4.33;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.3;0;473;0;0;-0.05;0;373.18;-6.28;10;10;53.4;59;8;88.5;0.64;1728.36;2000.86;0;1;376;4.58;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.4;0;473;0;0;-0.08;0;373.13;-6.53;10;10;53.4;59;8;88.5;0.64;1818.34;2114.05;0;1;376;4.83;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.5;0;473;0;0;-0.08;0;373.1;-6.72;10;10;53.4;59;8;88.5;0.64;1920.91;2214.04;0;1;376;5.12;6.5;7.64;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.16;16.55;18.38;19.16;18.82;13.14;13.93;17.33;16.98;15.24;16.37;15.76;17.16;15.94;16.37
0.6;0;473;0;0;-0.07;0;373.1;-6.77;10;10;53.4;59;8;88.5;1.72;2050.92;2314.04;0;1;376;5.49;6.5;7.65;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.18;16.55;18.38;19.19;18.82;13.15;13.93;17.33;17.02;15.26;16.4;15.76;17.16;15.94;16.4
0.7;0;473;0;0;-0.06;0;373.07;-6.99;10;10;53.4;59;8;88.5;1.72;2168.33;2414.03;0;1;375.84;5.83;6.5;7.66;20;85;20;-499.96;17;19.17;15.85;19.25;18.82;17.22;16.58;18.42;19.22;18.86;13.16;13.96;17.36;17.07;15.3;16.45;15.8;17.19;15.97;16.43
0.8;0;473;0;0;-0.04;0;372.97;-7.59;10;10;53.4;59;8;88.5;1.72;2258.34;2514.02;0;1;375.34;6.08;6.5;7.67;20;85;20;-499.96;17;19.17;16.33;19.12;18.8;17.25;16.61;18.46;19.26;18.9;13.17;13.99;17.4;17.13;15.33;16.49;15.84;17.22;16;16.47
0.9;0;473;0;0;-0.03;0;372.9;-8.1;10;10;53.4;59;8;88.5;1.72;2351.49;2614.01;0;1;375;6.33;6.5;7.68;20;85;20;-499.96;17;19.17;16.96;18.96;18.78;17.29;16.65;18.51;19.29;18.94;13.17;14.03;17.43;17.18;15.37;16.53;15.89;17.26;16.04;16.5
