Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;511;0;0;-0.04;0;385.4;-7.7;6;6;72.1;83;8;88.5;0.68;1900;2280;0;1;388;5;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.25;7.73;9.3;9.39;9.74;6.77;6.42;4.85;4.94;8.6;9.39;7.64;7.21;7.29;7.64
0.1;0;511;0;0;-0.04;0;385.35;-7.63;6;6;72.1;83;8;88.5;0.68;1960.68;2280;0;1;388;5.14;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.25;7.73;9.3;9.39;9.74;6.77;6.42;4.85;4.94;8.6;9.39;7.64;7.21;7.29;7.64
0.2;0;511;0;0;0;0;385.2;-7.43;6;6;72.1;83;8;88.5;1.6;2070.69;2337.71;0;1;388;5.39;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.25;7.73;9.3;9.39;9.74;6.77;6.42;4.85;4.94;8.6;9.39;7.64;7.21;7.29;7.64
0.3;0;511;0;0;-0.03;0;385.1;-7.5;6;6;72.1;83;8;88.5;1.6;2180.69;2437.7;0;1;388;5.64;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.25;7.73;9.3;9.39;9.74;6.77;6.42;4.85;4.94;8.6;9.39;7.64;7.21;7.29;7.64
0.4;0;511;0;0;-0.02;0;385.1;-8.05;6;6;72.1;83;8;88.5;1.6;2290.69;2537.7;0;1;388;5.89;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.25;7.73;9.3;9.39;9.74;6.77;6.42;4.85;4.94;8.6;9.39;7.64;7.21;7.29;7.64
0.5;0;511;0;0;0;0;385.06;-8.4;6;6;72.1;83;8;88.5;1.6;2389.63;2637.69;0;1;387.72;6.14;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.29;7.73;9.31;9.42;9.74;6.77;6.42;4.85;4.97;8.64;9.43;7.65;7.21;7.3;7.67
0.6;0;511;0;0;0;0;384.96;-8.4;6;6;72.1;83;8;88.5;1.6;2479.59;2749.22;0;1;387.22;6.39;5;5.81;5;85;5;-500.11;6;10;4.76;4.59;5.46;8.32;7.77;9.34;9.45;9.78;6.77;6.42;4.88;5;8.69;9.47;7.68;7.25;7.33;7.71
0.7;0;511;0;0;-0.03;0;384.9;-8.47;6;6;72.1;83;8;88.5;1.6;2575.09;2869.22;0;1;387;6.64;5;5.81;5;85;5;-500.11;6;10;4.76;4.6;5.47;8.35;7.8;9.37;9.49;9.81;6.77;6.42;4.91;5.04;8.73;9.51;7.72;7.28;7.37;7.74
0.8;0;511;0;0;-0.02;0;384.9;-8.67;6;6;72.1;83;8;88.5;1.6;2675.1;2977.67;0;1;387;6.89;5;5.81;5;85;5;-500.11;6;10;4.76;4.61;5.48;8.39;7.84;9.41;9.52;9.85;6.77;6.42;4.93;5.07;8.77;9.56;7.75;7.32;7.4;7.78
0.9;0;511;0;0;-0.03;0;384.88;-9.07;6;6;72.1;83;8;88.5;1.6;2786.13;3077.66;0;1;387;7.21;5;5.81;5;85;5;-500.1;6;10;4.76;4.61;5.49;8.42;7.87;9.44;9.56;9.88;6.77;6.42;4.96;5.11;8.82;9.6;7.79;7.35;7.44;7.81
1;0;511;0;0;-0.02;0;384.83;-9.82;6;6;72.1;83;8;88.5;1.6;2906.15;3177.66;0;1;387;7.58;5;5.81;5;85;5;-500.1;6;10;4.76;4.62;5.5;8.46;7.91;9.48;9.59;9.92;6.77;6.42;4.98;5.14;8.86;9.65;7.82;7.38;7.47;7.85
1.1;0;511;0;0;-0.02;0;384.76;-10.03;6;6;72.1;83;8;88.5;1.6;3015.13;3277.65;0;1;387;7.89;5;5.81;5;85;5;-500.09;6;10;4.76;4.63;5.51;8.49;7.94;9.51;9.63;9.95;6.77;6.42;5.01;5.18;8.9;9.69;7.86;7.42;7.51;7.88
1.2;0;511;0;0;-0.02;0;384.66;-9.28;6;6;72.1;83;8;88.5;2.68;3115.12;3377.65;0;1;387;8.14;5;5.81;5;85;5;-500.08;6;10;4.76;4.64;5.51;8.53;7.98;9.55;9.66;9.99;6.77;6.42;5.04;5.21;8.95;9.73;7.89;7.45;7.54;7.92
1.3;0;511;0;0;-0.02;0;384.6;-9.25;6;6;72.1;83;8;88.5;2.68;3215.11;3477.64;0;1;386.72;8.39;5;5.81;5;85;5;-500.07;6;10;4.76;4.65;5.52;8.56;8.01;9.58;9.7;10.02;6.77;6.42;5.06;5.25;8.99;9.78;7.93;7.49;7.58;7.95
1.4;0;511;0;0;-0.03;0;384.6;-10.5;6;6;72.1;83;8;88.5;2.68;3315.09;3589.16;0;1;386.22;8.64;5;5.81;5;85;5;-500.07;6;10;4.76;4.66;5.53;8.6;8.05;9.62;9.73;10.06;6.77;6.42;5.09;5.28;9.03;9.82;7.96;7.52;7.61;7.99
