Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;578;0;3.5;0.066;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.1;0;578;0;3.5;0.07628;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.2;0;578;0;3.5;0.07572;0;388.4;-2.42759;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.3;0;578;0;3.5;0.08656;0;388.4;-2.47759;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.4;0;578;0;3.5;0.07515;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.5;0;578;0;3.5;0.06657;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.6;0;578;0;3.5;0.05512;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.7;0;578;0;3.5;0.0466;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.8;0;578;0;3.5;0.0763;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
0.9;0;578;0;3.5;0.086;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
1;0;578;0;3.5;0.06541;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.5;27.8389
1.1;0;578;0;3.5;0.07689;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.47751;27.8389
1.2;0;578;0;3.5;0.07516;0;388.4;-2.52759;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.4275;27.8389
1.3;0;578;0;3.5;0.046;0;388.4;-2.57759;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.3775;27.8389
1.4;0;578;0;3.5;0.06657;0;388.4;-2.57241;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.3275;27.8389
1.5;0;578;0;3.5;0.086;0;388.4;-2.52241;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.27749;27.8389
1.6;0;578;0;3.5;0.0757;0;388.4;-2.4724;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.22749;27.8389
1.7;0;578;0;3.5;0.08657;0;388.4;-2.4224;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.17749;27.8389
1.8;0;578;0;3.5;0.08543;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.12748;27.8389
1.9;0;578;0;3.5;0.066;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.07748;27.8389
2;0;578;0;3.5;0.066;0;388.4;-2.4276;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14.02748;27.8389
2.1;0;578;0;3.5;0.07629;0;388.4;-2.4776;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.2;0;578;0;3.5;0.10659;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.3;0;578;0;3.5;0.08485;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.4;0;578;0;3.5;0.05628;0;388.4;-2.5276;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.5;0;578;0;3.5;0.05572;0;388.4;-2.5776;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.6;0;578;0;3.5;0.05628;0;388.4;-2.57241;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.7;0;578;0;3.5;0.0557;0;388.4;-2.52242;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.8;0;578;0;3.5;0.07693;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
2.9;0;578;0;3.5;0.0854;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3;0;578;0;3.5;0.07629;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.1;0;578;0;3.5;0.086;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.2;0;578;0;3.5;0.07572;0;388.4;-2.52758;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.3;0;578;0;3.5;0.0866;0;388.4;-2.57755;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.4;0;578;0;3.5;0.0854;0;388.4;-2.57245;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.5;0;578;0;3.5;0.08655;0;388.4;-2.52241;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.6;0;578;0;3.5;0.08553;0;388.4;-2.4724;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.7;0;578;0;3.5;0.08647;0;388.4;-2.4224;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.8;0;578;0;3.5;0.09573;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
3.9;0;578;0;3.5;0.06543;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
4;0;578;0;3.5;0.06658;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;14;27.8389
4.1;0;578;0;3.5;0.086;0;388.4;-2.4;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.9774;27.8389
4.2;0;578;0;3.5;0.06542;0;388.4;-2.4276;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.92739;27.8389
4.3;0;578;0;3.5;0.046;0;388.4;-2.47759;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.87739;27.8389
4.4;0;578;0;3.5;0.06659;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.82739;27.8389
4.5;0;578;0;3.5;0.0551;0;388.4;-2.5;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.77738;27.8389
4.6;0;578;0;3.5;0.0466;0;388.4;-2.47241;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.72738;27.8389
4.7;0;578;0;3.5;0.0557;0;388.4;-2.4224;17;17;81.9;95;8;89.5;0;0;0;0.36;1;392;0;19;16;85;15;13.67737;27.8389
