Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;512;0;0;-0.12;0;390.8;-3.8;4;5;84.2;100;8;88.5;0;860;1000;0;1;394;2.25;0;0.84;1;85;1;-500.34;5;10;1.8;0.84;2.14;-0.56;-0.12;-1;-1.08;-1.35;3.1;0.75;1.71;0.84;3.89;4.24;0.4;0.22;0.22;-0.04
0.1;0;512;0;0;-0.11;0;390.8;-3.8;4;5;84.2;100;8;88.5;0;860;1111.19;0;1;394;2.25;0;0.82;1;85;1;-500.34;5;10;1.8;0.84;2.14;-0.58;-0.12;-1;-1.11;-1.35;3.06;0.75;1.71;0.81;3.83;4.21;0.4;0.22;0.22;-0.06
0.2;0;512;0;0;-0.08;0;390.77;-4.28;4;5;84.2;100;8;88.5;0;950.09;1231.18;0;1;393.55;2.48;0;0.74;1;85;1;-500.34;5;10;1.8;0.84;2.14;-0.69;-0.18;-1.06;-1.24;-1.4;2.84;0.71;1.61;0.67;3.52;4.04;0.34;0.17;0.17;-0.15
0.3;0;512;0;0;-0.04;0;390.72;-5.03;4;5;84.2;100;8;88.5;0.68;1050.11;1332.65;0;1;393.05;2.73;0;0.66;1;85;1;-500.34;5;10;1.73;0.81;2.07;-0.79;-0.31;-1.19;-1.37;-1.52;2.63;0.63;1.39;0.53;3.22;3.88;0.2;0.05;0.05;-0.25
0.4;0;512;0;0;-0.06;0;390.67;-5.17;4;5;84.2;100;8;88.5;0.68;1168.13;1432.64;0;1;393;2.98;0;0.58;1;85;1;-500.34;5;10;1.57;0.76;1.9;-0.9;-0.45;-1.32;-1.5;-1.65;2.41;0.56;1.17;0.39;2.91;3.71;0.06;-0.08;-0.08;-0.34
0.5;0;512;0;0;-0.07;0;390.62;-4.97;4;5;84.2;100;8;88.5;0.68;1288.12;1532.63;0;1;393;3.23;0;0.51;1;85;1;-500.33;5;10;1.42;0.71;1.72;-1;-0.58;-1.45;-1.63;-1.77;2.19;0.48;0.96;0.25;2.61;3.54;-0.08;-0.2;-0.2;-0.44
0.6;0;512;0;0;-0.06;0;390.57;-5.09;4;5;84.2;100;8;88.5;0.68;1381.09;1632.62;0;1;393;3.48;0;0.43;1;85;1;-500.32;5;10;1.26;0.66;1.55;-1.11;-0.71;-1.58;-1.77;-1.89;1.97;0.4;0.74;0.11;2.3;3.38;-0.22;-0.32;-0.32;-0.54
0.7;0;512;0;0;-0.06;0;390.52;-5.39;4;5;84.2;100;8;88.5;0.68;1471.08;1732.62;0;1;393;3.73;0;0.35;1;85;1;-500.3;5;10;1.1;0.6;1.38;-1.21;-0.84;-1.71;-1.9;-2.01;1.75;0.32;0.52;-0.03;2;3.21;-0.36;-0.44;-0.44;-0.63
0.8;0;512;0;0;-0.05;0;390.47;-5.73;4;5;84.2;100;8;88.5;0.68;1579.1;1832.61;0;1;393;3.98;0;0.27;1;85;1;-500.29;5;10;0.95;0.55;1.2;-1.32;-0.97;-1.84;-2.03;-2.14;1.53;0.24;0.3;-0.17;1.69;3.05;-0.5;-0.56;-0.56;-0.73
0.9;0;512;0;0;-0.04;0;390.42;-6.08;4;5;84.2;100;8;88.5;0.68;1689.1;1951.13;0;1;393;4.23;0;0.19;1;85;1;-500.27;5;10;0.79;0.5;1.03;-1.42;-1.1;-1.97;-2.16;-2.26;1.32;0.16;0.08;-0.31;1.39;2.88;-0.64;-0.69;-0.69;-0.82
