Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;578;0;0;0.15;0;389.9;-16;25;26;85.1;100;8;90;5.8;4920;0.96;1;26.5;85;9.5;27.67
0.1;0;578;0;0;0.16;0;389.96;-16.53;25;26;85.1;100;8;90;5.8;4912.26;0.96;1;26.5;85;9.5;27.67
0.2;0;578;0;0;0.17;0;390.06;-17.38;25;26;85.1;100;8;90;5.8;4792.27;0.96;1;26.5;85;9.5;27.67
0.3;0;578;0;0;0.16;0;390.07;-16.85;25;26;85.1;100;8;90;5.8;4673.56;0.96;1;26.5;85;9.5;27.67
0.4;0;578;0;0;0.13;0;390.02;-15.5;25;26;85.1;100;8;90;5.8;4573.57;0.96;1;26.5;85;9.5;27.67
0.5;0;578;0;0;0.15;0;390.03;-15.16;25;26;85.1;100;8;90;5.8;4473.57;0.96;1;26.5;85;9.5;27.67
0.6;0;578;0;0;0.22;0;390.08;-15.41;25;26;85.1;100;8;90;5.8;4373.58;0.96;1;26.5;85;9.5;27.67
0.7;0;578;0;0;0.22;0;390.1;-15.09;25;26;85.1;100;8;90;5.8;4273.58;0.96;1;26.5;85;9.5;27.67
0.8;0;578;0;0;0.17;0;390.1;-14.44;25;26;85.1;100;8;90;5.8;4173.59;0.96;1;26.5;85;9.5;27.67
0.9;0;578;0;0;0.17;0;390.1;-14.23;25;26;85.1;100;8;90;5.8;4072.31;0.96;1;26.5;85;9.5;27.67
1;0;578;0;0;0.16;0;390.1;-14.28;25;26;85.1;100;8;90;5.32;3952.31;0.96;1;26.5;85;9.5;27.67
1.1;0;578;0;0;0.13;0;390.16;-14.39;25;26;85.1;100;8;90;5.32;3833.6;0.96;1;26.5;85;9.5;27.67
1.2;0;578;0;0;0.19;0;390.26;-14.54;25;26;85.1;100;8;90;5.32;3733.61;0.96;1;26.5;85;9.5;27.67
1.3;0;578;0;0;0.15;0;390.27;-14.29;25;26;85.1;100;8;90;5.32;3633.61;0.96;1;26.5;85;9.5;27.67
1.4;0;578;0;0;0.09;0;390.22;-13.79;25;26;85.1;100;8;90;5.32;3533.62;0.96;1;26.5;85;9.54;27.67
1.5;0;578;0;0;0.17;0;390.23;-13.51;25;26;85.1;100;8;90;5.32;3433.62;0.96;1;26.5;85;9.59;27.67
1.6;0;578;0;0.07;0.18;0;390.28;-13.36;25;26;85.1;100;8;90;5.32;3333.63;0.92;1;26.5;85;9.64;27.67
1.7;0;578;0;0;0.18;0;390.27;-12.61;25;26;85.1;100;8;90;5.32;3232.36;0.92;1;26.5;85;9.69;27.67
1.8;0;578;0;0;0.15;0;390.22;-11.51;25;26;85.1;100;8;90;5.32;3112.36;0.92;1;26.5;85;9.74;27.67
1.9;0;578;0;0;0.13;0;390.26;-11.54;25;26;85.1;100;8;90;5.32;2993.64;0.92;1;26.5;85;9.79;27.67
2;0;578;0;0;0.13;0;390.36;-12.24;25;26;85.1;100;8;90;5.32;2893.65;0.92;1;26.5;85;9.84;27.67
2.1;0;578;0;0;0.15;0;390.37;-11.84;25;26;85.1;100;8;90;5.32;2793.65;0.92;1;26.5;85;9.89;27.67
2.2;0;578;0;0;0.18;0;390.32;-10.79;25;26;85.1;100;8;90;5.32;2693.66;0.92;1;26.5;85;9.94;27.67
2.3;0;578;0;0;0.13;0;390.36;-10.87;25;26;85.1;100;8;90;5.32;2593.66;0.92;1;26.5;85;9.99;27.67
2.4;0;578;0;0;0.13;0;390.46;-11.62;25;26;85.1;100;8;90;5.32;2493.67;0.92;1;26.5;85;10;27.67
2.5;0;578;0;0.92;0.15;0;390.47;-11.02;25;26;85.1;100;8;90;5.32;2392.4;0.92;1;26.5;85;10;27.67
2.6;0;578;0;0.07;0.08;0;390.42;-9.62;25;26;85.1;100;8;90;5.32;2272.41;0.92;1;26.5;85;10;27.67
2.7;0;578;0;0.11;0.07;0;390.43;-9.45;25;26;85.1;100;8;90;5.32;2153.68;0.92;1;26.5;85;10;27.67
2.8;0;578;0;1.39;0.03;0;390.48;-10;25;26;85.1;100;8;90;5.32;2053.68;0.92;1;26.5;85;10;27.67
2.9;0;578;0;1.39;0.07;0;390.5;-9.7;25;26;85.1;100;8;90;5.32;1953.68;0.92;1;26.5;85;10;27.67
3;0;578;0;1.39;0.09;0;390.5;-8.9;25;26;85.1;100;8;90;5.32;1853.69;0.92;1;26.5;85;10;27.67
3.1;0;578;0;0.07;0.16;0;390.53;-8.85;25;26;85.1;100;8;90;5.32;1753.69;0.92;1;26.5;85;10;27.67
3.2;0;578;0;0;0.17;0;390.58;-9.25;25;26;85.1;100;8;90;5.32;1653.7;0.92;1;26.5;85;10;27.67
3.3;0;578;0.48;0;0.16;0;390.6;-8.84;25;26;85.1;100;8;90;5.32;1552.44;0.92;1;26.5;85;10;27.67
3.4;0.05;578;1.94;1.4;0.15;0;390.6;-7.94;25;26;85.1;100;8;90;5.32;1432.45;0.92;1;26.5;85;10.04;27.67
3.5;0.05;578;3.9;2.47;0.07;0;390.6;-7.76;25;26;85.1;100;8;90;5.32;1313.71;0.92;1;26.5;85;10.09;27.67
3.6;0.05;578;6.24;10.43;-0.01;0;390.6;-8.01;25;26;85.1;100;8;90;5.32;1213.72;0.92;1;26.5;85;10.14;27.67
3.7;0.05;578;6.73;7.5;0.04;0;390.6;-7.72;25;26;85.1;100;8;90;5.32;1113.72;0.92;1;26.5;85;10.19;27.67
3.8;0.05;578;6.73;9.93;0.01;0;390.6;-7.12;25;26;85.1;100;8;90;5.32;1013.73;0.92;1;26.5;85;10.24;27.67
3.9;0.04;578;6.43;12.03;0.01;0;390.63;-6.84;25;26;85.1;100;8;90;5.32;913.73;0.92;1;26.5;85;10.29;27.67
4;0;578;5.81;12.46;-0.01;0;390.68;-6.74;25;26;85.1;100;8;90;5.32;813.74;0.92;1;26.5;85;10.34;27.67
4.1;0.33;578;4.89;13.47;-0.03;0;390.7;-6.48;25;26;85.1;100;8;90;5.32;712.49;0.92;1;26.5;85;10.39;27.67
4.2;0.27;578;3.65;14.5;-0.03;0;390.7;-6.13;25;26;85.1;100;8;90;5.32;592.49;0.92;1;26.5;85;10.44;27.67
4.3;0.43;578;3.79;12.57;-0.03;0;390.73;-5.84;25;26;85.1;100;8;90;5.32;473.75;0.92;1;26.5;85;10.49;27.67
4.4;0.63;578;4.39;11.97;-0.03;0;390.78;-5.59;25;26;85.1;100;8;90;5.32;373.76;0.92;1;26.5;85;10.54;27.67
4.5;0.64;578;6.11;11.04;-0.03;0;390.8;-5.37;25;26;85.1;100;8;90;5.32;273.79;0.92;1;26.5;85;10.59;27.67
4.6;0.74;578;6.73;10.5;-0.05;0;390.8;-5.17;25;26;85.1;100;8;90;5.32;174.3;0.92;1;26.5;85;10.64;27.67
4.7;0.82;578;6.73;12.53;-0.05;0;390.8;-4.88;25;26;85.1;100;8;90;5.32;77.91;0.92;1;26.5;85;10.69;27.67
4.8;0.91;578;6.43;13;-0.07;0;390.8;-4.53;25;26;85.1;100;8;90;5.32;37.91;0.92;1;26.5;85;10.74;27.67
4.9;1;578;5.99;11.07;-0.06;0;390.8;-4.37;25;26;85.1;100;8;90;5.32;0;0.92;1;26.5;85;10.79;27.67
5;1.13;578;3.99;10.03;-0.03;0;390.8;-4.32;25;26;85.1;100;8;90;5.32;0;0.92;1;26.5;85;10.84;27.67
5.1;1.17;578;1.21;9.53;-0.03;0;390.83;-4.21;25;26;85.1;100;8;90;5.32;0;0.92;1;26.5;85;10.89;27.67
5.2;1.28;578;0;8.03;-0.01;0;390.88;-4.06;25;26;85.1;100;8;90;5.32;0;0.92;1;26.5;85;10.94;27.67
5.3;1.35;578;0;4.1;0.04;0;390.9;-3.94;25;26;85.07;100;8;90;5.32;0;0.92;1;26.5;85;10.99;27.67
5.4;1.38;578;0;2;0.07;0;390.9;-3.84;25;26;85.02;100;8;90;5.32;0;0.92;1;26.5;85;11.04;27.67
5.5;1.41;578;0;0.17;0.11;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.09;27.67
5.6;1.5;578;0.5;0.14;0.12;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.14;27.67
5.7;1.56;578;2.19;0;0.17;0;390.9;-3.77;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.19;27.67
5.8;1.58;578;3.45;-1.47;0.2;0;390.9;-3.72;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.24;27.67
5.9;1.48;578;3.95;-2.03;0.19;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.29;27.67
6;1.55;578;4.39;-3;0.22;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.34;27.67
6.1;1.44;578;4.54;-3.54;0.2;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.39;27.67
6.2;1.55;578;5.3;-3.47;0.19;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.44;27.67
6.3;1.59;578;5.98;-1.53;0.12;0;390.9;-3.73;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.49;27.67
6.4;1.52;578;6.13;0;0.06;0;390.9;-3.78;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.54;27.67
6.5;1.47;578;5.98;1.97;0.02;0;390.9;-3.86;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.59;27.67
6.6;1.5;578;5.8;2;0.01;0;390.9;-3.96;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.64;27.67
6.7;1.56;578;5.34;1.03;0.1;0;390.9;-3.94;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.69;27.67
6.8;1.59;578;3.81;0;0.14;0;390.9;-3.84;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.74;27.67
6.9;1.61;578;2.4;-2.47;0.15;0;390.9;-3.77;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.79;27.67
7;1.63;578;1.33;-1.97;0.14;0;390.9;-3.72;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.84;27.67
7.1;1.63;578;0.2;-2.5;0.17;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.89;27.67
7.2;1.64;578;0.82;-4.93;0.23;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.94;27.67
7.3;1.64;578;3.25;-5.97;0.23;0;390.9;-3.67;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;11.99;27.67
7.4;1.61;578;5.3;-6;0.2;0;390.9;-3.62;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;12.04;27.67
7.5;1.58;578;7.04;-4.03;0.15;0;390.9;-3.66;25;26;85;100;8;90;5.32;0;0.92;1;26.5;85;12.09;27.67
7.6;1.58;578;7.96;1.4;0.08;0;390.9;-3.76;25;26;85;100;8;90;5.32;0;0.91;1;26.5;85;12.14;27.67
7.7;1.59;578;7.83;3.9;0.04;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.9;1;26.5;85;12.19;27.67
7.8;1.64;578;7.5;6.07;0.09;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.89;1;26.5;85;12.24;27.67
7.9;1.69;578;7.23;3.03;0.15;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.29;27.67
8;1.72;578;5.83;3.03;0.13;0;390.9;-3.8;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.34;27.67
8.1;1.75;578;4.74;2.57;0.12;0;390.9;-3.77;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.39;27.67
8.2;1.77;578;4.4;0.13;0.15;0;390.9;-3.72;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.44;27.67
8.3;1.8;578;5.04;1.4;0.14;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.49;27.67
8.4;1.81;578;7.02;0;0.18;0;390.9;-3.7;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.5;27.67
8.5;1.81;578;7.64;-0.53;0.19;0;390.9;-3.73;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.5;27.67
8.6;1.81;578;7.5;1.4;0.15;0;390.9;-3.78;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.5;27.67
8.7;1.81;578;7.35;3;0.08;0;390.9;-3.77;25;26;85;100;8;90;5.32;0;0.88;1;26.5;85;12.5;27.67
8.8;1.84;578;7.06;4;0.07;0;390.9;-3.72;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
8.9;1.88;578;2.81;0.1;0.13;0;390.9;-3.67;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
9;1.89;578;0;0;0.18;0;390.9;-3.62;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
9.1;1.92;578;0;-1.47;0.14;0;390.9;-3.57;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
9.2;1.92;578;0;-1.44;0.13;0;390.9;-3.52;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
9.3;1.95;578;0;-2.47;0.19;0;390.9;-3.53;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.5;27.67
9.4;1.94;578;0;-4;0.23;0;390.9;-3.58;25;26;85;100;8;90;5.32;0;0.84;1;26.5;85;12.54;27.67
