Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.67
0.1;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.67
0.2;0;518;0;0;0.31;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.65
0.3;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.63
0.4;0;518;0;0;0.26;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.62
0.5;0;518;0;0;0.25;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.6
0.6;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.58
0.7;0;518;0;0;0.31;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.57
0.8;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.55
0.9;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.53
1;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.52
1.1;0;518;0;0;0.26;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.2;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.3;0;518;0;0;0.25;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.4;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.5;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.6;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.7;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.8;0;518;0;0;0.31;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
1.9;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.1;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.2;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.3;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.4;0;518;0;0;0.27;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.5;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.6;0;518;0;0;0.25;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.7;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.8;0;518;0;0;0.31;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
2.9;0;518;0;0;0.27;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
3;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
3.1;0;518;0;0;0.29;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.51
3.2;0;518;0;0;0.26;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.53
3.3;0;518;0;0;0.3;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.54
3.4;0;518;0;0;0.28;0;381.6;-1;19;20;63;73.5;8;90;0;0;0;1;19.5;85;15;25.56
