Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;437;0;0;-0.34;0;389.9;-1.6;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.1;0;437;0;0;-0.35;0;389.9;-1.59;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.2;0;437;0;0;-0.37;0;389.9;-1.49;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.3;0;437;0;0;-0.33;0;389.9;-1.41;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.4;0;437;0;0;-0.3;0;389.9;-1.46;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.5;0;437;0;0;-0.32;0;389.9;-1.5;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.17;11.31;11.4;12.01;11.13;11.48;10.87
0.6;0;437;0;0;-0.32;0;389.9;-1.5;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.92;10.17;10;9.83;10.61;9.91;12.44;10.18;11.3;11.41;12.01;11.13;11.48;10.87
0.7;0;437;0;0;-0.34;0;389.9;-1.51;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.93;10.17;10;9.83;10.61;9.91;12.44;10.19;11.3;11.44;12.01;11.14;11.48;10.86
0.8;0;437;0;0;-0.33;0;389.9;-1.56;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.94;10.16;10;9.83;10.61;9.9;12.44;10.2;11.29;11.46;12.01;11.15;11.48;10.85
0.9;0;437;0;0;-0.3;0;389.9;-1.59;13;14;81;93.5;8;89;0;0;0;0;1;393;0;6.5;7.12;21;85;21;-0.23;12.5;12.84;21.78;21.87;22.22;10.7;11.94;10.15;10;9.83;10.61;9.89;12.44;10.21;11.28;11.49;12.01;11.16;11.48;10.84
