Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;510;0;0;-0.06;0;363.7;-4.5;12;13;33.4;33;8;88.5;0.64;1240;1440;0;1;366;3.5;5.5;5.72;40;85;41;-500.11;26.5;19.84;34.96;39.85;38.1;21.7;23.53;24.14;26.5;25.27;15.41;16.28;31.91;30.95;15.67;15.76;23.62;20.91;17.33;23.09
0.1;0;510;0;0;-0.05;0;363.7;-4.62;12;13;33.4;33;8;88.5;0.64;1240;1512.14;0;1;366;3.5;5.5;5.72;40;85;41;-500.11;26.5;19.84;34.96;39.85;38.1;21.7;23.53;24.14;26.5;25.27;15.41;16.28;31.91;30.95;15.67;15.76;23.62;20.91;17.33;23.09
0.2;0;510;0;0;-0.05;0;363.7;-5.37;12;13;33.4;33;8;88.5;0.64;1309.59;1612.13;0;1;366;3.67;5.5;5.72;40;85;41;-500.11;26.5;19.84;34.96;39.85;38.1;21.7;23.53;24.14;26.5;25.27;15.41;16.28;31.91;30.95;15.67;15.76;23.62;20.91;17.33;23.09
0.3;0;510;0;0;-0.09;0;363.69;-5.94;12;13;33.4;33;8;88.5;0.64;1409.6;1712.12;0;1;366;3.92;5.5;5.72;40;85;41;-500.11;26.5;19.84;34.96;39.85;38.1;21.68;23.53;24.14;26.48;25.27;15.4;16.28;31.91;30.95;15.65;15.74;23.62;20.91;17.33;23.08
0.4;0;510;0;0;-0.08;0;363.64;-5.59;12;13;33.4;33;8;88.5;0.64;1509.59;1812.11;0;1;366;4.17;5.5;5.69;40;85;41;-500.11;26.5;19.84;34.96;39.85;38.1;21.6;23.5;24.12;26.4;25.24;15.32;16.29;31.91;30.99;15.51;15.63;23.59;20.88;17.3;22.99
0.5;0;510;0;0;-0.08;0;363.59;-5.4;12;13;33.4;33;8;88.5;0.64;1609.58;1926.53;0;1;366;4.42;5.5;5.67;40;85;41;-500.11;26.5;19.84;34.98;39.85;38.11;21.51;23.42;24.05;26.31;25.16;15.24;16.32;31.91;31.02;15.37;15.52;23.5;20.79;17.2;22.9
0.6;0;510;0;0;-0.07;0;363.54;-6;12;13;33.4;33;8;88.5;0.64;1709.55;2046.52;0;1;366;4.67;5.5;5.64;40;85;41;-500.11;26.5;19.84;35.13;39.82;38.12;21.42;23.34;23.98;26.22;25.07;15.16;16.35;31.91;31.06;15.23;15.4;23.41;20.71;17.11;22.82
0.7;0;510;0;0;-0.06;0;363.5;-6.55;12;13;33.4;33;8;88.5;0.64;1809.5;2152.1;0;1;366;4.92;5.5;5.61;40;85;41;-500.11;26.52;19.84;35.28;39.79;38.14;21.33;23.27;23.91;26.13;24.98;15.09;16.37;31.91;31.09;15.09;15.29;23.32;20.62;17.01;22.73
0.8;0;510;0;0;-0.06;0;363.5;-6.85;12;13;33.4;33;8;88.5;0.64;1923.4;2252.09;0;1;366;5.26;5.5;5.59;40;85;41;-500.09;26.57;19.84;35.43;39.77;38.16;21.25;23.19;23.84;26.05;24.9;15.01;16.4;31.91;31.13;14.95;15.18;23.24;20.53;16.91;22.64
0.9;0;510;0;0;-0.08;0;363.48;-7.17;12;13;33.4;33;8;88.5;1.73;2043.42;2352.08;0;1;366;5.64;5.5;5.56;40;85;41;-500.08;26.62;19.84;35.58;39.74;38.18;21.16;23.11;23.77;25.96;24.81;14.93;16.42;31.91;31.16;14.81;15.06;23.15;20.44;16.82;22.56
1;0;510;0;0;-0.08;0;363.38;-7.57;12;13;33.4;33;8;88.5;1.84;2163.44;2452.07;0;1;366;5.92;5.5;5.54;40;85;41;-500.06;26.67;19.84;35.73;39.72;38.19;21.07;23.03;23.7;25.87;24.72;14.85;16.45;31.91;31.2;14.67;14.95;23.06;20.36;16.72;22.47
1.1;0;510;0;0;-0.09;0;363.31;-8.02;12;13;33.4;33;8;88.5;1.95;2283.46;2552.07;0;1;366;6.17;5.5;5.51;40;85;41;-500.05;26.72;19.84;35.87;39.69;38.21;20.98;22.95;23.63;25.78;24.63;14.77;16.48;31.91;31.23;14.54;14.84;22.98;20.27;16.63;22.38
1.2;0;510;0;0;-0.08;0;363.36;-8.77;12;13;33.4;33;8;88.5;2.06;2389.54;2652.06;0;1;365.65;6.51;5.5;5.48;40;85;41;-500.03;26.77;19.84;36.02;39.66;38.23;20.9;22.87;23.56;25.7;24.55;14.69;16.5;31.91;31.27;14.4;14.72;22.89;20.18;16.53;22.29
1.3;0;510;0;0;-0.11;0;363.38;-9.37;12;13;33.4;33;8;88.5;2.17;2489.5;2766.47;0;1;365.15;6.89;5.5;5.46;40;85;41;-500.02;26.82;19.84;36.17;39.64;38.25;20.83;22.79;23.49;25.63;24.46;14.63;16.53;31.91;31.32;14.28;14.63;22.8;20.09;16.43;22.23
1.4;0;510;0;0;-0.07;0;363.23;-9.17;12;13;33.4;33;8;88.5;2.27;2589.49;2886.46;0;1;365;7.17;5.5;5.47;40;85;40.65;-500;26.87;19.84;36.32;39.61;38.26;20.86;22.75;23.46;25.66;24.41;14.64;16.58;31.95;31.45;14.31;14.67;22.75;20.05;16.38;22.27
