Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;572;0;0;-0.09;0;387.1;-3.1;17;18;74.8;89.5;8;90;0;0;0.76;1;19;85;21;23.67
0.1;0;572;0;0;-0.07;0;387.1;-2.97;17;18;74.8;89.5;8;90;0;0;0.76;1;19;85;21;23.67
0.2;0;572;0;0;-0.06;0;387.1;-2.82;17;18;74.8;89.5;8;90;0;0;0.76;1;19;85;21;23.67
0.3;0;572;0;0;-0.12;0;387.1;-2.8;17;18;74.8;89.5;8;90;0;0;0.76;1;19;85;21;23.67
0.4;0;572;0;0;-0.07;0;387.1;-2.8;17;18;74.8;89.5;8;90;0;0;0.76;1;19;85;21;23.67
0.5;0;572;0;0;-0.13;0;387.1;-2.8;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21;23.67
0.6;0;572;0;0;-0.09;0;387.1;-2.8;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21;23.67
0.7;0;572;0;0;-0.08;0;387.1;-2.72;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21;23.67
0.8;0;572;0;0;-0.05;0;387.1;-2.62;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21;23.67
0.9;0;572;0;0;-0.06;0;387.1;-2.6;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21.03;23.67
1;0;572;0;0;-0.09;0;387.1;-2.6;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21.08;23.67
1.1;0;572;0;0;-0.06;0;387.1;-2.56;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21.13;23.67
1.2;0;572;0;0;-0.1;0;387.1;-2.51;17;18;74.8;89.5;8;90;0;0;0.72;1;19;85;21.18;23.67
1.3;0;572;0;0;-0.09;0;387.14;-2.5;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.23;23.67
1.4;0;572;0;0;-0.09;0;387.19;-2.5;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.28;23.67
1.5;0;572;0;0;-0.1;0;387.16;-2.5;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.33;23.67
1.6;0;572;0;0;-0.12;0;387.11;-2.5;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.38;23.67
1.7;0;572;0;0;-0.08;0;387.1;-2.54;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.43;23.67
1.8;0;572;0;0;-0.07;0;387.1;-2.59;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.48;23.67
1.9;0;572;7.69;0;-0.09;0;387.1;-2.73;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.53;23.67
2;0;572;14.91;1.5;-0.05;0;387.1;-2.88;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.58;23.67
2.1;0;572;19.38;8.55;0.08;0;387.06;-3.32;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.63;23.67
2.2;0;572;21.09;21.49;0.2;0;387.01;-3.82;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.68;23.67
2.3;0;572;22.55;31.12;0.3;0;386.96;-4.36;17;18;74.8;89.5;8;90;0;0;0.52;1;19;85;21.73;23.67
2.4;0;572;22.4;40.31;0.42;0;386.91;-4.91;17;18;74.8;89.5;8;90;0;0;0.53;1;19;85;21.78;23.67
2.5;0.13;572;22.25;47.81;0.52;0;386.9;-5.25;17;18;74.8;89.5;8;90;0;0;0.54;1;19;85;21.83;23.67
2.6;0.43;572;22.08;51.9;0.52;0;386.9;-5.55;17;18;74.8;89.5;8;90;0;0;0.54;1;19;85;21.88;23.67
2.7;0.81;572;21.95;54.1;0.53;0;386.86;-5.9;17;18;74.8;89.5;8;90;0;0;0.55;1;19;85;21.93;23.67
2.8;1.14;572;21.9;56.71;0.59;0;386.81;-6.25;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;21.98;23.67
2.9;1.46;572;22.05;57.71;0.64;0;386.76;-6.51;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.03;23.67
3;1.67;572;22.25;58;0.63;0;386.71;-6.76;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.08;23.67
3.1;2.01;572;22.08;58.79;0.6;0;386.66;-7.14;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.13;23.67
3.2;2.33;572;22.08;60.31;0.63;0;386.61;-7.54;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.18;23.67
3.3;2.63;572;21.93;59.31;0.65;0;386.6;-7.77;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.23;23.67
3.4;2.93;572;22.05;57.9;0.6;0;386.6;-7.97;17;18;74.8;89.5;8;90;0;0;0.56;1;19;85;22.28;23.67
