Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;2.22;487;25.18;25;0.54;0;379.9;-12.9;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.1;2.32;487;25.49;35.53;0.68;0;379.89;-13;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.2;2.53;487;25.03;48.03;0.92;0;379.79;-14.1;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.3;2.81;487;24.89;55.97;1.06;0;379.7;-15.14;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.4;3.12;487;24.08;56.09;1.1;0;379.7;-15.59;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.5;3.47;487;22.54;59.38;1.12;0;379.7;-16;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.6;3.8;487;20.03;59;1.09;0;379.7;-16.05;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.7;4.12;487;17.1;55.97;0.99;0;379.7;-16;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.8;4.38;487;15.27;47.75;0.84;0;379.75;-14.9;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
0.9;4.58;487;14.8;36.38;0.65;0;379.8;-13.81;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
1;4.73;487;14.95;26.47;0.5;0;379.85;-12.86;31;32;63.4;72;8;90;0;0;2.57;0;33.5;0;14.5;39.84
1.1;4.82;487;15.74;19.44;0.45;0;379.9;-11.95;31;32;63.4;72;8;90;0;0;2.59;0;33.5;0;14.5;39.84
1.2;4.88;487;20.08;14.52;0.4;0;379.9;-11.4;31;32;63.4;72;8;90;0;0;2.6;0;33.5;0;14.5;39.84
1.3;4.91;487;24.4;12.99;0.35;0;379.9;-10.97;31;32;63.4;72;8;90;0;0;2.6;0;33.5;0;14.5;39.84
1.4;4.93;487;25.98;13.49;0.36;0;379.9;-11.67;31;32;63.4;72;8;90;0;0;2.6;0;33.5;0;14.5;39.84
1.5;4.99;487;27.2;18.04;0.4;0;379.89;-12.42;31;32;63.4;72;8;90;0;0;2.59;0;33.5;0;14.5;39.84
1.6;5.12;487;29.38;26.49;0.48;0;379.79;-13.72;31;32;63.4;72;8;90;0;0;2.58;0;33.5;0;14.5;39.84
1.7;5.25;487;30.63;33.51;0.64;0;379.69;-15.05;31;32;63.4;72;8;90;0;0;2.58;0;33.5;0;14.5;39.84
1.8;5.45;487;32.18;43.52;0.77;0;379.59;-16.65;31;32;63.4;72;8;90;0;0;2.57;0;33.5;0;14.5;39.84
1.9;5.65;487;32.18;52.52;0.84;0;379.5;-18.19;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2;5.9;487;32.18;59.02;0.91;0;379.45;-19.19;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.1;6.18;487;33.1;61.04;0.93;0;379.4;-20.18;31;32;63.4;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.2;6.5;487;33.4;64.49;0.96;0;379.35;-20.98;31;32;63.35;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.3;6.83;487;33.4;65.51;1.01;0;379.3;-21.71;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.4;7.18;487;33.28;66;0.99;0;379.25;-21.86;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.5;7.5;487;33.4;64.99;0.91;0;379.2;-21.99;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.6;7.83;487;33.88;61.99;0.81;0;379.2;-21.84;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.7;8.16;487;34.03;58.98;0.82;0;379.2;-21.62;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.8;8.49;487;34.03;53.98;0.82;0;379.25;-20.77;31;32;63.3;72;8;90;0;0;2.56;0;33.5;0;14.5;39.84
2.9;8.76;487;34.2;49.48;0.67;0;379.3;-19.91;31;32;63.3;72;8;90;0;0;2.57;0;33.5;0;14.5;39.84
3;8.97;487;35.28;43.96;0.52;0;379.35;-18.91;31;32;63.3;72;8;90;0;0;2.57;0;33.5;0;14.5;39.84
3.1;9.11;487;35.28;37.01;0.44;0;379.4;-18;31;32;63.3;72;8;90;0;0;2.58;0;33.5;0;14.5;39.84
3.2;9.29;487;35.28;36.49;0.41;0;379.4;-17.95;31;32;63.3;72;8;90;0;0;2.58;0;33.5;0;14.5;39.84
3.3;9.53;487;35.28;33.99;0.36;0;379.4;-17.88;31;32;63.3;72;8;90;0;0;2.59;0;33.5;0;14.5;39.84
3.4;9.62;487;35.58;33.5;0.3;0;379.45;-17.63;31;32;63.3;72;8;90;0;0;2.59;0;33.5;0;14.52;39.84
3.5;9.71;487;36.5;32.01;0.25;0;379.5;-17.41;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.57;39.84
3.6;9.82;487;37.75;31.51;0.27;0;379.45;-17.51;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.62;39.84
3.7;9.93;487;38.68;32.99;0.32;0;379.4;-17.75;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.67;39.84
3.8;10.03;487;40.23;35.01;0.24;0;379.35;-19.3;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.72;39.84
3.9;10.23;487;42.25;40.53;0.42;0;379.28;-21.07;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.77;39.84
4;10.41;487;41.93;54.56;0.68;0;379.03;-24.97;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.82;39.84
4.1;10.68;487;41.93;69.53;0.72;0;378.79;-28.63;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.87;39.84
4.2;11.11;487;43.03;74.51;0.9;0;378.69;-30.03;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.92;39.84
4.3;11.47;487;43.03;76.02;1;0;378.59;-31.5;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;14.97;39.84
4.4;11.81;487;43.03;84.52;1.02;0;378.44;-33.65;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
4.5;12.16;487;43.18;89.98;1.08;0;378.29;-35.72;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
4.6;12.64;487;43.78;88;1.19;0;378.19;-37.02;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
4.7;12.98;487;44.88;90.03;1.29;0;378.09;-38.4;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
4.8;13.46;487;45.35;91.53;1.37;0;377.94;-40.55;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
4.9;13.96;487;45.2;97.02;1.43;0;377.79;-42.69;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
5;14.51;487;45.2;102.51;1.56;0;377.69;-44.69;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
5.1;15.04;487;45.35;101.51;1.57;0;377.59;-46.6;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
5.2;15.51;487;45.68;107.49;1.47;0;377.49;-47.65;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
5.3;16.01;487;45.83;103.99;1.46;0;377.39;-48.78;31;32;63.3;72;8;90;0;0;2.6;0;33.5;0;15;39.84
