Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;472;0;0;-0.31;0;366.7;-11.4;11;12;31.5;30;8;88.5;2.96;3580;3760;0;1;369;9.75;3.5;4.33;29;85;29;-500.11;19;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.1;0;472;0;0;-0.32;0;366.7;-11.4;11;12;31.5;30;8;88.5;2.96;3580;3793.7;0;1;369;9.75;3.5;4.33;29;85;29;-500.11;19.02;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.2;0;472;0;0;-0.31;0;366.67;-11.84;11;12;31.5;30;8;88.5;2.96;3617.32;3893.69;0;1;369;9.83;3.5;4.33;29;85;29;-500.11;19.07;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.3;0;472;0;0;-0.28;0;366.62;-12.54;11;12;31.5;30;8;88.5;2.96;3737.35;3993.68;0;1;369;10.08;3.5;4.33;29;85;29;-500.11;19.12;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.4;0;472;0;0;-0.27;0;366.6;-12.71;11;12;31.5;30;8;88.5;2.96;3848.01;4093.68;0;1;369;10.33;3.5;4.33;29;85;29;-500.11;19.17;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.5;0;472;0;0;-0.32;0;366.6;-12.56;11;12;31.5;30;8;88.5;2.96;3937.98;4193.68;0;1;369;10.58;3.5;4.33;29;85;29;-500.11;19.22;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.6;0;472;0;0;-0.35;0;366.57;-12.5;11;12;31.5;30;8;88.5;2.96;4031.07;4293.67;0;1;368.84;10.87;3.5;4.33;29;85;29;-500.11;19.27;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.7;0;472;0;0;-0.31;0;366.52;-12.5;11;12;31.5;30;8;88.5;3.96;4131.11;4400.39;0;1;368.34;11.24;3.5;4.33;29;85;29;-500.11;19.32;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.38;17.86;10.79;13.14;24.14;23.62;10.17;10.87;17.16;15.85;12.18;16.55
0.8;0;472;0;0;-0.31;0;366.5;-13.1;11;12;31.5;30;8;88.5;3.96;4231.12;4520.38;0;1;368;11.58;3.5;4.33;29;85;29;-500.11;19.37;15.84;29.64;27.98;26.23;15.24;17.33;17.51;18.39;17.86;10.79;13.14;24.14;23.63;10.18;10.89;17.16;15.85;12.18;16.55
0.9;0;472;0;0;-0.31;0;366.5;-14.05;11;12;31.5;30;8;88.5;3.96;4331.08;4633.65;0;1;368;11.83;3.5;4.33;29;85;29;-500.11;19.42;15.84;29.64;27.98;26.23;15.25;17.33;17.51;18.39;17.86;10.8;13.21;24.16;23.66;10.19;10.9;17.16;15.85;12.19;16.56
