Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;510;0;0;-0.03;0;384.6;-12.7;10;10;71.9;77.5;8;89;3;4420;4600;0;1;386;11.5;7;7.21;8;85;8;;8;10;7.82;7.73;8.78;6.86;7.03;6.25;6.25;6.16;8.34;7.82;8.25;8.25;8.43;9.83;7.12;7.29;7.29;7.29
0.1;0;510;0;0;-0.03;0;384.59;-12.71;10;10;71.9;77.5;8;89;3.92;4420;4637.72;0;1;386;11.5;7;7.21;8;85;8;;8;10;7.82;7.73;8.78;6.86;7.04;6.25;6.25;6.16;8.34;7.82;8.25;8.25;8.43;9.83;7.12;7.29;7.3;7.29
0.2;0;510;0;0;-0.03;0;384.49;-12.81;10;10;71.9;77.5;8;89;3.92;4458.72;4737.72;0;1;386;11.59;7;7.21;8;85;8;;8;10;7.82;7.75;8.76;6.86;7.05;6.26;6.25;6.16;8.34;7.82;8.24;8.25;8.43;9.83;7.12;7.29;7.31;7.29
0.3;0;510;0;0;-0.06;0;384.4;-12.89;10;10;71.9;77.5;8;89;3.92;4568.71;4837.72;0;1;386;11.84;7;7.21;8;85;8;;8;10;7.82;7.78;8.75;6.86;7.06;6.27;6.25;6.16;8.34;7.82;8.23;8.25;8.43;9.83;7.12;7.29;7.32;7.29
0.4;0;510;0;0;-0.03;0;384.4;-12.84;10;10;71.9;77.5;8;89;3.92;4678.69;4937.71;0;1;386;12.09;7;7.21;8;85;8;;8;10;7.82;7.8;8.73;6.86;7.07;6.28;6.25;6.16;8.34;7.82;8.22;8.25;8.43;9.83;7.12;7.29;7.33;7.29
0.5;0;510;0;0;-0.05;0;384.39;-12.92;10;10;71.9;77.5;8;89;3.92;4788.68;5037.71;0;1;386;12.34;7;7.21;8;85;8;;8;10;7.82;7.83;8.71;6.86;7.08;6.29;6.25;6.16;8.34;7.82;8.21;8.25;8.43;9.83;7.12;7.29;7.34;7.29
0.6;0;510;0;0;-0.03;0;384.34;-13.92;10;10;71.9;77.5;8;89;3.92;4891.64;5137.71;0;1;386;12.59;7;7.21;8;85;8;;8;10;7.82;7.86;8.69;6.86;7.08;6.3;6.25;6.16;8.34;7.82;8.2;8.25;8.43;9.83;7.12;7.29;7.35;7.29
0.7;0;510;0;0;-0.03;0;384.29;-14.74;10;10;71.9;77.5;8;89;3.92;4981.65;5245.25;0;1;386;12.84;7;7.21;8;85;8;;8;10;7.82;7.88;8.68;6.86;7.09;6.31;6.25;6.16;8.34;7.82;8.19;8.25;8.43;9.83;7.12;7.29;7.35;7.29
0.8;0;510;0;0;-0.05;0;384.24;-14.19;10;10;71.9;77.5;8;89;3.92;5075.17;5365.24;0;1;386;13.09;7;7.21;8;85;8;;8;10;7.82;7.91;8.66;6.86;7.1;6.32;6.25;6.16;8.34;7.82;8.19;8.25;8.43;9.83;7.12;7.29;7.36;7.29
0.9;0;510;0;0;-0.06;0;384.2;-13.82;10;10;71.9;77.5;8;89;5;5175.18;5477.7;0;1;386;13.34;7;7.21;8;85;8;;8;10;7.82;7.94;8.64;6.86;7.11;6.32;6.25;6.16;8.34;7.82;8.18;8.25;8.43;9.83;7.12;7.29;7.37;7.29
