Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;495;0;0;-0.4;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.33;4.68;4.5;4.33;3.63;3.63;3.54;5.2;4.76;4.94;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.1;0;495;0;0;-0.36;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.33;4.68;4.5;4.33;3.63;3.63;3.54;5.2;4.76;4.94;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.2;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.33;4.68;4.5;4.33;3.64;3.63;3.54;5.2;4.76;4.93;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.3;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.34;4.68;4.5;4.33;3.65;3.63;3.54;5.2;4.76;4.92;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.4;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.35;4.68;4.5;4.33;3.66;3.63;3.54;5.2;4.76;4.91;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.5;0;495;0;0;-0.4;0;383.34;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.35;4.68;4.5;4.33;3.67;3.63;3.54;5.2;4.76;4.9;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.6;0;495;0;0;-0.37;0;383.39;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.36;4.68;4.5;4.33;3.67;3.63;3.54;5.2;4.76;4.89;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.7;0;495;0;0;-0.34;0;383.36;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.37;4.68;4.5;4.33;3.68;3.63;3.54;5.2;4.76;4.88;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.8;0;495;0;0;-0.35;0;383.31;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.38;4.68;4.5;4.33;3.69;3.63;3.54;5.2;4.76;4.87;4.85;6.25;7.29;4.59;4.76;4.76;4.68
0.9;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.39;4.68;4.5;4.33;3.7;3.63;3.54;5.2;4.76;4.87;4.85;6.25;7.29;4.59;4.76;4.76;4.68
1;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.4;4.68;4.5;4.33;3.71;3.63;3.54;5.2;4.76;4.86;4.85;6.25;7.29;4.59;4.76;4.76;4.68
1.1;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.41;4.41;4.68;4.49;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.26;7.28;4.59;4.76;4.76;4.68
1.2;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.42;4.41;4.68;4.48;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.28;7.26;4.59;4.76;4.76;4.68
1.3;0;495;0;0;-0.33;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.42;4.41;4.68;4.48;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.3;7.24;4.59;4.76;4.76;4.68
1.4;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.43;4.41;4.68;4.47;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.32;7.22;4.59;4.76;4.76;4.68
1.5;0;495;0;0;-0.38;0;383.3;-1.56;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.44;4.41;4.68;4.46;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.21;4.59;4.76;4.76;4.68
1.6;0;495;0;0;-0.4;0;383.3;-1.51;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.45;4.41;4.68;4.45;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.35;7.19;4.59;4.76;4.76;4.68
1.7;0;495;0;0;-0.4;0;383.3;-1.54;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.46;4.41;4.68;4.44;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.37;7.17;4.59;4.76;4.76;4.68
1.8;0;495;0;0;-0.4;0;383.3;-1.59;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.47;4.41;4.68;4.43;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.39;7.15;4.59;4.76;4.76;4.68
1.9;0;495;0;0;-0.36;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.48;4.41;4.68;4.42;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.4;7.14;4.59;4.76;4.76;4.68
2;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.48;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.42;7.12;4.59;4.76;4.76;4.68
2.1;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.49;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.41;7.11;4.59;4.76;4.76;4.68
2.2;0;495;0;0;-0.38;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.4;7.1;4.59;4.76;4.76;4.68
2.3;0;495;0;0;-0.36;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.31;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.4;7.09;4.59;4.76;4.76;4.68
2.4;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.3;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.39;7.08;4.59;4.76;4.76;4.68
2.5;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.29;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.38;7.08;4.59;4.76;4.76;4.68
2.6;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.29;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.37;7.07;4.59;4.76;4.76;4.68
2.7;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.28;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.36;7.06;4.59;4.76;4.76;4.68
2.8;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.27;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.35;7.05;4.59;4.76;4.76;4.68
2.9;0;495;0;0;-0.34;0;383.34;-1.56;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.26;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.34;7.04;4.59;4.76;4.76;4.68
3;0;495;0;0;-0.37;0;383.39;-1.51;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.26;5;10;4.5;4.41;4.68;4.41;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.03;4.59;4.76;4.76;4.68
3.1;0;495;0;0;-0.37;0;383.36;-1.54;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.25;5;10;4.5;4.41;4.68;4.42;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.04;4.59;4.76;4.76;4.68
3.2;0;495;0;0;-0.35;0;383.31;-1.59;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.24;5;10;4.5;4.41;4.67;4.43;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.05;4.59;4.76;4.76;4.68
3.3;0;495;0;0;-0.38;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.23;5;10;4.49;4.41;4.67;4.44;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.06;4.59;4.76;4.76;4.68
3.4;0;495;0;0;-0.36;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.23;5;10;4.48;4.41;4.66;4.45;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.07;4.59;4.76;4.76;4.68
3.5;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.5;3.63;5;85;5;-0.23;5;10;4.47;4.41;4.65;4.46;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.08;4.59;4.76;4.76;4.68
3.6;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.52;3.63;5;85;5;-0.23;5;10;4.46;4.41;4.64;4.47;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.08;4.59;4.76;4.76;4.68
3.7;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.57;3.63;5;85;5;-0.23;5;10;4.46;4.41;4.63;4.47;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.09;4.59;4.76;4.76;4.68
3.8;0;495;0;0;-0.38;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.62;3.63;5;85;5;-0.23;5;10;4.45;4.41;4.62;4.48;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.1;4.59;4.76;4.76;4.68
3.9;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.67;3.63;5;85;5;-0.23;5;10;4.44;4.41;4.61;4.49;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.11;4.59;4.76;4.76;4.68
4;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.72;3.63;5;85;5;-0.23;5;10;4.43;4.41;4.6;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.12;4.59;4.76;4.76;4.68
4.1;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.77;3.63;5;85;5;-0.23;5;10;4.42;4.41;4.6;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.14;4.59;4.76;4.76;4.68
4.2;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.82;3.63;5;85;5;-0.23;5;10;4.42;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.15;4.59;4.77;4.77;4.69
4.3;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.87;3.63;5;85;5;-0.23;5;10;4.42;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.17;4.59;4.78;4.78;4.7
4.4;0;495;0;0;-0.33;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.92;3.63;5;85;5;-0.23;5;10;4.43;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.19;4.59;4.79;4.79;4.71
4.5;0;495;0;0;-0.38;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.97;3.63;5;85;5;-0.23;5;10;4.44;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.21;4.59;4.8;4.8;4.72
4.6;0;495;0;0;-0.37;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.98;3.63;5;85;5;-0.23;5;10;4.45;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.22;4.59;4.81;4.81;4.73
4.7;0;495;0;0;-0.39;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.93;3.63;5;85;5;-0.23;5;10;4.46;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.24;4.59;4.82;4.82;4.74
4.8;0;495;0;0;-0.39;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.88;3.63;5;85;5;-0.23;5;10;4.47;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.26;4.59;4.83;4.83;4.75
4.9;0;495;0;0;-0.37;0;383.3;-1.56;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.83;3.63;5;85;5;-0.23;5;10;4.48;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.28;4.59;4.83;4.83;4.75
5;0;495;0;0;-0.37;0;383.3;-1.51;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.78;3.63;5;85;5;-0.23;5;10;4.48;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.29;4.59;4.84;4.84;4.76
5.1;0;495;0;0;-0.37;0;383.3;-1.54;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.73;3.63;5;85;5;-0.23;5;10;4.49;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.33;7.3;4.59;4.85;4.85;4.76
5.2;0;495;0;0;-0.36;0;383.3;-1.59;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.68;3.63;5;85;5;-0.23;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.32;7.31;4.59;4.85;4.85;4.76
5.3;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.63;3.63;5;85;5;-0.23;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.31;7.32;4.59;4.85;4.85;4.76
5.4;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.58;3.63;5;85;5;-0.23;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.3;7.33;4.59;4.85;4.85;4.76
5.5;0;495;0;0;-0.35;0;383.3;-1.56;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.53;3.63;5;85;5;-0.24;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.29;7.34;4.59;4.85;4.85;4.76
5.6;0;495;0;0;-0.37;0;383.3;-1.51;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.52;3.63;5;85;5;-0.25;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.28;7.35;4.59;4.85;4.85;4.76
5.7;0;495;0;0;-0.33;0;383.3;-1.5;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.57;3.63;5;85;5;-0.26;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.27;7.36;4.59;4.85;4.85;4.76
5.8;0;495;0;0;-0.36;0;383.3;-1.5;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.62;3.63;5;85;5;-0.26;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.26;7.36;4.59;4.85;4.85;4.76
5.9;0;495;0;0;-0.38;0;383.3;-1.5;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.67;3.63;5;85;5;-0.27;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.26;7.37;4.59;4.85;4.85;4.76
6;0;495;0;0;-0.35;0;383.3;-1.5;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.72;3.63;5;85;5;-0.28;5;10;4.5;4.41;4.59;4.5;4.33;3.72;3.63;3.54;5.2;4.76;4.85;4.85;6.25;7.38;4.59;4.85;4.85;4.76
6.1;0;495;0;0;-0.4;0;383.3;-1.54;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.77;3.63;5;85;5;-0.29;5;10;4.5;4.41;4.59;4.5;4.33;3.71;3.63;3.54;5.2;4.76;4.85;4.85;6.25;7.37;4.59;4.85;4.85;4.76
6.2;0;495;0;0;-0.37;0;383.3;-1.59;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.82;3.63;5;85;5;-0.29;5;10;4.5;4.42;4.59;4.5;4.33;3.7;3.63;3.54;5.2;4.76;4.86;4.85;6.25;7.36;4.59;4.85;4.84;4.76
6.3;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.87;3.63;5;85;5;-0.3;5;10;4.49;4.42;4.59;4.5;4.33;3.7;3.63;3.54;5.2;4.76;4.87;4.85;6.25;7.36;4.59;4.85;4.83;4.76
6.4;0;495;0;0;-0.33;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.92;3.63;5;85;5;-0.31;5;10;4.48;4.43;4.59;4.5;4.33;3.69;3.63;3.54;5.2;4.76;4.88;4.85;6.25;7.35;4.59;4.85;4.82;4.76
6.5;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.97;3.63;5;85;5;-0.31;5;10;4.47;4.44;4.59;4.5;4.33;3.68;3.63;3.54;5.2;4.76;4.89;4.85;6.25;7.34;4.59;4.85;4.81;4.76
6.6;0;495;0;0;-0.35;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.98;3.63;5;85;5;-0.31;5;10;4.46;4.45;4.59;4.5;4.33;3.67;3.63;3.54;5.2;4.76;4.9;4.85;6.25;7.33;4.59;4.85;4.8;4.76
6.7;0;495;0;0;-0.34;0;383.3;-1.6;9;9;67.4;74;8;89;0;0;0;0;1;386;0;3.93;3.63;5;85;5;-0.31;5;10;4.46;4.46;4.59;4.5;4.33;3.66;3.63;3.54;5.2;4.76;4.9;4.85;6.25;7.32;4.59;4.85;4.8;4.76
