Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;480;0;0;-0.35;0;390.9;-11.6;11;12;83.2;100;8;89;2.72;3800;3960;0;1;393;9.75;6;5.98;9;85;10;;9.5;10.17;8.6;8.43;9.91;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.1;0;480;0;0;-0.34;0;390.9;-11.6;11;12;83.2;100;8;89;2.72;3800;4007.3;0;1;393;9.75;6;5.98;9;85;10;;9.5;10.17;8.63;8.42;9.9;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.2;0;480;0;0;-0.34;0;390.86;-11.56;11;12;83.2;100;8;89;2.72;3844.71;4107.29;0;1;393;9.86;6;5.98;9;85;10;;9.5;10.17;8.67;8.41;9.9;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.3;0;480;0;0;-0.35;0;390.81;-11.51;11;12;83.2;100;8;89;2.72;3944.75;4207.29;0;1;393;10.11;6;5.98;9;85;10;;9.5;10.17;8.7;8.4;9.89;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.4;0;480;0;0;-0.38;0;390.8;-12.2;11;12;83.2;100;8;89;3.84;4044.76;4307.29;0;1;393;10.36;6;5.98;9;85;10;;9.5;10.17;8.74;8.39;9.88;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.5;0;480;0;0;-0.37;0;390.8;-13;11;12;83.2;100;8;89;3.84;4144.74;4416.75;0;1;393;10.61;6;5.98;9;85;10;;9.5;10.17;8.77;8.39;9.87;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.6;0;480;0;0;-0.34;0;390.71;-12.97;11;12;83.2;100;8;89;3.84;4249.2;4536.74;0;1;393;10.86;6;5.98;9;85;10;;9.5;10.17;8.81;8.38;9.86;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.7;0;480;0;0;-0.35;0;390.61;-12.82;11;12;83.2;100;8;89;3.84;4359.2;4647.28;0;1;393;11.11;6;5.98;9;85;10;;9.5;10.17;8.84;8.37;9.85;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.8;0;480;0;0;-0.37;0;390.6;-13.33;11;12;83.2;100;8;89;3.84;4473.67;4747.28;0;1;392.78;11.42;6;5.98;9;85;10;;9.5;10.17;8.88;8.36;9.84;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.65;10.44;9.39;8.87;8.69;9.04
0.9;0;480;0;0;-0.4;0;390.6;-13.93;11;12;83.2;100;8;89;3.84;4593.69;4847.28;0;1;392.28;11.79;6;5.98;9;85;10;;9.5;10.17;8.91;8.35;9.83;8.43;9.21;8.34;7.47;8.52;9.83;9.04;9.48;9.39;9.66;10.44;9.39;8.87;8.69;9.05
