Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;582;0;0;0.19;0;386.8;-1.7;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.1;0;582;0;0;0.2;0;386.8;-1.7;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.2;0;582;0;0;0.24;0;386.8;-1.7;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.3;0;582;0;0;0.25;0;386.8;-1.7;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.4;0;582;0;0;0.22;0;386.8;-1.74;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.5;0;582;0;0;0.25;0;386.8;-1.79;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.6;0;582;0;0;0.21;0;386.8;-1.76;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.7;0;582;0;0;0.19;0;386.8;-1.71;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.8;0;582;0;0;0.2;0;386.8;-1.74;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
0.9;0;582;0;0;0.21;0;386.8;-1.79;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1;0;582;0;0;0.21;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.1;0;582;0;0;0.22;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.2;0;582;0;0;0.23;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.3;0;582;0;0;0.19;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.4;0;582;0;0;0.2;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.5;0;582;0;0;0.21;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.6;0;582;0;0;0.16;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.7;0;582;0;0;0.23;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.8;0;582;0;0;0.2;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
1.9;0;582;0;0;0.22;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2;0;582;0;0;0.25;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.1;0;582;0;0;0.23;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.2;0;582;0;0;0.22;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.3;0;582;0;0;0.23;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.4;0;582;0;0;0.23;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.5;0;582;0;0;0.21;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.6;0;582;0;0;0.21;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.7;0;582;0;0;0.2;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.8;0;582;0;0;0.21;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
2.9;0;582;0;0;0.18;0;386.8;-1.8;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
3;0;582;0;0;0.21;0;386.8;-1.84;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
3.1;0;582;0;0;0.22;0;386.8;-1.89;25;26;75.1;89.5;8;90;0;0;0.24;1;24;85;14;23
