Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;476;0;0;-0.15;0;362;-3.9;5;6;34.4;34.5;8;88.5;0.72;720;720;0;1;365;2;3.5;4.24;50;85;50;-0.08;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.1;0;476;0;0;-0.15;0;361.97;-3.67;5;6;34.4;34.5;8;88.5;0.72;713.29;720;0;1;365;2;3.5;4.24;50;85;50;-0.08;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.2;0;476;0;0;-0.21;0;361.92;-3.27;5;6;34.4;34.5;8;88.5;0.72;703.29;789.63;0;1;365;2;3.5;4.24;50;85;50;-0.11;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.3;0;476;0;0;-0.19;0;361.9;-3.36;5;6;34.4;34.5;8;88.5;0.72;720.13;889.62;0;1;365;2;3.5;4.24;50;85;50;-0.13;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.4;0;476;0;0;-0.17;0;361.9;-3.81;5;6;34.4;34.5;8;88.5;0.72;750.12;961.77;0;1;365;2;3.5;4.24;50;85;50;-0.15;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.5;0;476;0;0;-0.19;0;361.87;-4;5;6;34.4;34.5;8;88.5;0.72;820.35;1021.77;0;1;365;2.17;3.5;4.24;50;85;50;-0.18;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.6;0;476;0;0;-0.19;0;361.82;-4;5;6;34.4;34.5;8;88.5;0.72;910.34;1053.92;0;1;365;2.42;3.5;4.24;50;85;50;-0.2;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.7;0;476;0;0;-0.21;0;361.8;-4.09;5;6;34.4;34.5;8;88.5;0.72;973.52;1073.92;0;1;365;2.58;3.5;4.24;50;85;50;-0.22;39.5;23.5;48.23;49.63;48.32;28.94;29.2;32.08;33.39;32.87;15.24;21.35;39.15;38.72;18.38;20.04;29.11;29.11;29.46;26.85
0.8;0;476;0;0;-0.21;0;361.8;-4.24;5;6;34.4;34.5;8;88.5;0.72;1023.52;1080;0;1;365;2.71;3.5;4.24;50;85;50;-0.24;39.5;23.5;48.23;49.63;48.32;28.95;29.2;32.08;33.4;32.86;15.27;21.34;39.15;38.72;18.39;20.04;29.12;29.11;29.46;26.85
0.9;0;476;0;0;-0.19;0;361.8;-4.21;5;6;34.4;34.5;8;88.5;0.72;1053.41;1080;0;1;365;2.83;3.5;4.24;50;85;50;-0.27;39.5;23.5;48.22;49.62;48.31;28.96;29.2;32.08;33.41;32.86;15.29;21.32;39.15;38.72;18.4;20.04;29.13;29.11;29.45;26.85
1;0;476;0;0;-0.21;0;361.8;-4.06;5;6;34.4;34.5;8;88.5;0.72;1073.4;1080;0;1;365;2.96;3.5;4.24;50;85;50;-0.29;39.5;23.5;48.21;49.61;48.3;28.97;29.2;32.08;33.42;32.85;15.32;21.3;39.15;38.72;18.41;20.04;29.14;29.11;29.44;26.85
1.1;0;476;0;0;-0.17;0;361.8;-4.06;5;6;34.4;34.5;8;88.5;0.72;1073.3;1080;0;1;364.66;3;3.5;4.24;50;85;50;-0.3;39.5;23.5;48.21;49.6;48.29;28.98;29.2;32.08;33.43;32.84;15.35;21.29;39.15;38.72;18.42;20.04;29.14;29.11;29.43;26.85
1.2;0;476;0;0;-0.19;0;361.8;-4.16;5;6;34.4;34.5;8;88.5;0.72;1063.3;1080;0;1;364.16;3;3.5;4.24;50;85;50;-0.29;39.5;23.5;48.2;49.59;48.28;28.99;29.2;32.08;33.44;32.83;15.37;21.27;39.15;38.72;18.42;20.04;29.15;29.11;29.43;26.85
1.3;0;476;0;0;-0.19;0;361.8;-4.17;5;6;34.4;34.5;8;88.5;1.08;1066.7;1080;0;1;364;3;3.5;4.24;50;85;50;-0.27;39.5;23.5;48.19;49.59;48.28;28.99;29.2;32.08;33.45;32.82;15.4;21.25;39.15;38.72;18.43;20.04;29.16;29.11;29.42;26.85
