Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;489;0;0;0.29;0;386.6;-18.5;3;3;82.8;100;8;88.5;6.96;6660;6600;0;1;388;17.25;2.5;3.54;4;85;4;-500.19;5;10;3.45;8.6;3.54;4.15;4.06;3.89;3.98;3.8;5.2;3.8;3.45;3.63;6.25;7.29;4.06;4.24;4.15;4.24
0.1;0;489;0;0;0.25;0;386.6;-18.5;3;3;82.8;100;8;88.5;6.96;6649.09;6600;0;1;388;17.18;2.5;3.53;4;85;4;-500.19;5;10;3.45;8.6;3.54;4.14;4.06;3.89;3.98;3.8;5.2;3.8;3.46;3.66;6.25;7.28;4.06;4.24;4.15;4.24
0.2;0;489;0;0;0.25;0;386.6;-18.47;3;3;82.8;100;8;88.5;6.96;6629.1;6588.58;0;1;388;17.06;2.5;3.52;4;85;4;-500.19;5;10;3.45;8.61;3.54;4.14;4.06;3.89;3.98;3.79;5.2;3.81;3.48;3.69;6.26;7.26;4.06;4.24;4.15;4.24
0.3;0;489;0;0;0.26;0;386.6;-18.42;3;3;82.8;100;8;88.5;6.64;6609.1;6568.58;0;1;388;17;2.5;3.52;4;85;4.27;-500.19;5;10;3.45;8.74;3.57;4.13;4.06;3.89;3.98;3.78;5.2;3.82;3.51;3.73;6.27;7.24;4.06;4.24;4.15;4.24
0.4;0;489;0;0;0.3;0;386.6;-18.34;3;3;82.8;100;8;88.5;6.64;6589.09;6537.17;0;1;388;17;2.5;3.51;4;85;4.77;-500.18;5;10;3.45;8.87;3.59;4.12;4.06;3.89;3.98;3.78;5.2;3.83;3.54;3.76;6.28;7.23;4.06;4.24;4.15;4.24
0.5;0;489;0;0;0.24;0;386.6;-18.24;3;3;82.8;100;8;88.5;6.64;6569.09;6497.17;0;1;388;16.93;2.5;3.5;4;85;5;-500.17;5;10;3.45;9;3.62;4.11;4.06;3.89;3.98;3.77;5.2;3.84;3.56;3.8;6.29;7.21;4.06;4.24;4.15;4.24
0.6;0;489;0;0;0.26;0;386.63;-18.11;3;3;82.8;100;8;88.5;6.64;6549.1;6468.59;0;1;388;16.81;2.5;3.49;4;85;5;-500.15;5;10;3.45;9.13;3.65;4.1;4.06;3.89;3.98;3.76;5.2;3.85;3.59;3.83;6.3;7.19;4.06;4.24;4.15;4.24
0.7;0;489;0;0;0.27;0;386.68;-17.96;3;3;82.8;100;8;88.5;6.64;6518.2;6448.59;0;1;388;16.75;2.5;3.48;4;85;5;-500.14;5;10;3.45;9.26;3.67;4.09;4.06;3.89;3.98;3.75;5.2;3.86;3.61;3.87;6.31;7.17;4.06;4.24;4.15;4.24
0.8;0;489;0;0;0.27;0;386.7;-17.96;3;3;82.8;100;8;88.5;6.64;6478.21;6428.59;0;1;388;16.75;2.5;3.47;4;85;5;-500.12;5;10;3.45;9.39;3.7;4.08;4.06;3.89;3.98;3.74;5.2;3.86;3.64;3.9;6.32;7.16;4.06;4.24;4.15;4.24
0.9;0;489;0;0;0.28;0;386.7;-18.06;3;3;82.8;100;8;88.5;6.64;6454.55;6408.59;0;1;388;16.68;2.5;3.46;4;85;5;-500.11;5;10;3.45;9.53;3.73;4.07;4.06;3.89;3.98;3.73;5.2;3.87;3.67;3.94;6.32;7.14;4.06;4.24;4.15;4.24
1;0;489;0;0;0.27;0;386.7;-17.98;3;3;82.8;100;8;88.5;6.64;6444.55;6377.19;0;1;388;16.56;2.5;3.45;4;85;5;-500.09;5;10;3.45;9.66;3.75;4.07;4.06;3.89;3.98;3.72;5.2;3.88;3.69;3.97;6.33;7.12;4.06;4.24;4.15;4.24
