Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;14.25;574;37.75;37;0.43;0;380.6;-18.8;27;28;66.7;78.5;8;90;1.52;1720;0.2;1;24.5;85;9.5;22
0.1;14.39;574;37.29;36.59;0.43;0;380.6;-18.96;27;28;66.7;78.5;8;90;1.52;1720;0.2;1;24.5;85;9.5;22
0.2;14.54;574;36.98;37.5;0.55;0;380.6;-19.16;27;28;66.7;78.5;8;90;1.52;1720;0.2;1;24.5;85;9.5;22
0.3;14.69;574;37.13;35.91;0.57;0;380.6;-18.81;27;28;66.7;78.5;8;90;1.52;1720;0.2;1;24.5;85;9.5;22
0.4;14.82;574;37.13;34.96;0.67;0;380.6;-18.31;27;28;66.7;78.5;8;90;1.52;1720;0.2;1;24.5;85;9.5;22
0.5;14.96;574;36.98;33.54;0.62;0;380.6;-18.67;27;28;66.7;78.5;8;90;1.52;1730.67;0.2;1;24.5;85;9.5;22
0.6;15.01;574;36.98;33.41;0.45;0;380.6;-19.27;27;28;66.7;78.5;8;90;1.52;1750.67;0.2;1;24.5;85;9.5;22
0.7;15.14;574;36.98;31.87;0.43;0;380.6;-18.74;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
0.8;15.23;574;36.96;31;0.49;0;380.6;-17.89;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
0.9;15.33;574;36.5;29.96;0.45;0;380.6;-17.62;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
1;15.39;574;36.19;29.04;0.52;0;380.6;-17.52;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
1.1;15.34;574;36.05;28.41;0.17;0;380.64;-17.23;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
1.2;15.49;574;35.9;26.5;0.62;0;380.69;-16.88;27;28;66.7;78.5;8;90;1.52;1760;0.2;1;24.5;85;9.5;22
1.3;15.5;574;36.21;26.41;0.46;0;380.7;-16.22;27;28;66.7;78.5;8;90;1.52;1770.66;0.2;1;24.5;85;9.5;22
1.4;15.48;574;36.83;25.37;0.23;0;380.7;-15.47;27;28;66.7;78.5;8;90;1.52;1790.66;0.2;1;24.5;85;9.5;22
1.5;15.53;574;36.99;24.96;0.27;0;380.7;-16.04;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
1.6;15.59;574;37.13;26;0.37;0;380.7;-16.99;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
1.7;15.63;574;38.09;27.5;0.41;0;380.66;-17.16;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
1.8;15.66;574;38.54;27.59;0.28;0;380.61;-17.11;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
1.9;15.68;574;39.79;30.54;0.1;0;380.56;-18.07;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
2;15.81;574;40.55;33.59;0.38;0;380.51;-19.32;27;28;66.7;78.5;8;90;1.52;1800;0.2;1;24.5;85;9.5;22
2.1;15.91;574;40.55;38.04;0.57;0;380.42;-21.31;27;28;66.7;78.5;8;90;1.52;1810.65;0.2;1;24.5;85;9.5;22
2.2;16.06;574;40.4;42.04;0.65;0;380.32;-23.52;27;28;66.7;78.5;8;90;1.52;1830.65;0.2;1;24.5;85;9.5;22
2.3;16.14;574;40.4;46.46;0.57;0;380.22;-24.12;27;28;66.7;78.5;8;90;1.52;1840;0.2;1;24.5;85;9.5;22
2.4;16.22;574;40.4;46.59;0.59;0;380.12;-24.27;27;28;66.7;78.5;8;90;1.52;1840;0.2;1;24.5;85;9.5;22
2.5;16.45;574;40.55;49.04;0.67;0;380.06;-25.27;27;28;66.7;78.5;8;90;1.52;1840;0.2;1;24.5;85;9.5;22
2.6;16.66;574;40.86;48.54;0.68;0;380.01;-26.52;27;28;66.7;78.5;8;90;1.52;1840;0.2;1;24.5;85;9.5;22
2.7;16.82;574;44.37;49.59;0.59;0;379.88;-28.59;27;28;66.7;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
2.8;17.05;574;48.78;54.68;0.7;0;379.73;-30.89;27;28;66.7;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
2.9;17.3;574;48.44;75.36;1.04;0;379.19;-38.88;27;28;66.7;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
3;17.73;574;48.13;97.91;1.43;0;378.54;-48.48;27;28;66.7;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
3.1;18.2;574;47.98;106.59;1.51;0;378.28;-52.47;27;28;66.66;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
3.2;18.76;574;48.3;109.09;1.49;0;378.13;-54.87;27;28;66.61;78.5;8;90;1.52;1840;0.19;1;24.5;85;9.5;22
3.3;19.25;574;48.3;110.45;1.63;0;377.94;-56.3;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.4;19.8;574;47.98;110.55;1.63;0;377.74;-57.45;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.5;20.31;574;47.97;112.41;1.62;0;377.66;-58.87;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.6;20.9;574;47.53;111.41;1.56;0;377.61;-60.37;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.7;21.47;574;45.29;108.95;1.47;0;377.56;-60.47;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.8;21.93;574;43.65;108.95;1.46;0;377.51;-60.17;27;28;66.6;78.5;8;90;1.52;1840;0.18;1;24.5;85;9.5;22
3.9;22.47;574;44.1;100.23;1.26;0;377.66;-57.6;27;28;66.6;78.5;8;90;1.52;1850.64;0.18;1;24.5;85;9.5;22
4;22.8;574;44.11;90.46;1.03;0;377.86;-54.4;27;28;66.6;78.5;8;90;1.52;1870.63;0.17;1;24.5;85;9.5;22
4.1;23.21;574;44.75;87.45;1.03;0;377.94;-53.74;27;28;66.6;78.5;8;90;1.52;1880;0.17;1;24.5;85;9.5;22
4.2;23.69;574;44.88;83.91;1.15;0;377.99;-53.79;27;28;66.6;78.5;8;90;1.52;1880;0.17;1;24.5;85;9.5;22
4.3;23.97;574;45.2;85.86;0.82;0;377.96;-52.98;27;28;66.6;78.5;8;90;1.52;1880;0.17;1;24.5;85;9.5;22
4.4;24.38;574;45.85;80.09;1.14;0;377.91;-51.93;27;28;66.6;78.5;8;90;1.52;1880;0.17;1;24.5;85;9.5;22
4.5;24.76;574;46.28;81.09;1.09;0;377.86;-53.34;27;28;66.6;78.5;8;90;1.52;1880;0.17;1;24.5;85;9.5;22
4.6;25.14;574;47.08;83.55;1.07;0;377.81;-55.44;27;28;66.6;78.5;8;90;1.52;1880;0.16;1;24.5;85;9.5;22
4.7;25.59;574;48.97;83.09;0.99;0;377.64;-57.65;27;28;66.6;78.5;8;90;1.52;1890.63;0.16;1;24.5;85;9.5;22
4.8;26;574;50.63;87.55;1.06;0;377.44;-59.9;27;28;66.6;78.5;8;90;1.52;1910.63;0.16;1;24.5;85;9.5;22
4.9;26.49;574;52.05;94.09;1.37;0;377.09;-65.12;27;28;66.6;78.5;8;90;1.52;1920;0.16;1;24.5;85;9.5;22
5;26.98;574;52.33;101.02;1.54;0;376.69;-71.17;27;28;66.6;78.5;8;90;1.52;1920;0.17;1;24.5;85;9.5;22
5.1;27.37;574;52.8;110;1.45;0;376.41;-75.31;27;28;66.6;78.5;8;90;1.52;1920;0.17;1;24.5;85;9.5;22
5.2;28;574;54.2;112.45;1.62;0;376.16;-78.91;27;28;66.6;78.5;8;90;1.52;1920;0.18;1;24.5;85;9.5;22
5.3;28.57;574;57;113.98;1.56;0;375.75;-84.11;27;28;66.6;78.5;8;90;1.52;1920;0.18;1;24.5;85;9.5;22
5.4;29.16;574;56.68;120.57;1.81;0;375.3;-89.76;27;28;66.6;78.5;8;90;1.52;1920;0.19;1;24.5;85;9.5;22.02
5.5;29.79;574;57;130.98;1.96;0;374.97;-94.59;27;28;66.6;78.5;8;90;1.52;1930.42;0.19;1;24.5;85;9.5;22.04
5.6;30.49;574;57;135.47;2.29;0;374.67;-99.19;27;28;66.6;78.5;8;90;1.52;1950.42;0.2;1;24.5;85;9.5;22.05
5.7;31.22;574;57.6;131;2.03;0;374.4;-101.99;27;28;66.6;78.5;8;90;1.52;1960;0.2;1;24.5;85;9.5;22.07
5.8;32.02;574;57.43;133.52;2.1;0;374.15;-104.29;27;28;66.6;78.5;8;90;1.52;1960;0.2;1;24.5;85;9.5;22.09
5.9;32.72;574;57.6;137.05;2.11;0;373.98;-106.24;27;28;66.6;78.5;8;90;1.52;1960;0.21;1;24.5;85;9.5;22.1
6;33.4;574;57.42;137.98;2.15;0;373.83;-108.09;27;28;66.6;78.5;8;90;1.52;1960;0.21;1;24.5;85;9.5;22.12
6.1;34.2;574;57.15;135.5;2.26;0;373.68;-110.8;27;28;66.6;78.5;8;90;1.52;1960;0.21;1;24.5;85;9.5;22.14
6.2;34.98;574;57;136.46;2.1;0;373.53;-113.75;27;28;66.6;78.5;8;90;1.52;1960;0.21;1;24.5;85;9.5;22.15
6.3;35.74;574;56.5;134.02;2.03;0;373.34;-114.95;27;28;66.56;78.43;8;90;1.52;1960;0.22;1;24.5;85;9.5;22.17
6.4;36.52;574;55.43;133.96;2.29;0;373.14;-115.65;27;28;66.51;78.15;8;90;1.52;1960;0.22;1;24.5;85;9.5;22.17
6.5;37.19;574;54.5;132.46;2.09;0;373.1;-116.11;27;28;66.5;78;8;90;1.52;1970.41;0.22;1;24.5;85;9.5;22.17
6.6;38.02;574;54.49;130.45;2.16;0;373.1;-116.51;27;28;66.5;78;8;90;1.52;1990.41;0.22;1;24.5;85;9.5;22.17
6.7;38.67;574;50.76;127.96;2.61;0;373.1;-115.31;27;28;66.5;78;8;90;1.52;2000;0.23;1;24.5;85;9.5;22.17
6.8;39.35;574;48.29;121.57;2.69;0;373.1;-113.66;27;28;66.5;78;8;90;1.52;2000;0.23;1;24.5;85;9.5;22.17
6.9;40.03;574;44.42;106.8;1.42;0;373.72;-102.85;27;28;66.5;78;8;90;1.52;2000;0.23;1;24.5;85;9.5;22.17
7;40.62;574;42.68;92.94;1.32;0;374.52;-89.45;27;28;66.5;78;8;90;1.52;2000;0.23;1;24.5;85;9.5;22.17
7.1;41.06;574;38.82;79.85;1.17;0;375.44;-74.88;27;28;66.5;78;8;90;1.52;1947.99;0.24;1;24.5;85;9.5;22.17
7.2;41.41;574;37.43;60.39;0.8;0;376.39;-59.98;27;28;66.5;78;8;90;1.52;1848;0.24;1;24.5;85;9.5;22.17
7.3;41.74;574;33.39;45.46;0.68;0;377.11;-48.39;27;28;66.5;78;8;90;1.52;1789.6;0.24;1;24.5;85;9.5;22.17
7.4;41.99;574;31.36;36.43;0.41;0;377.76;-37.74;27;28;66.5;78;8;90;1.52;1769.6;0.23;1;24.5;85;9.5;22.17
7.5;42.15;574;28.43;27.43;0.34;0;378.29;-31.46;27;28;66.5;78;8;90;1.52;1760;0.23;1;24.5;85;9.5;22.17
7.6;42.19;574;24.56;20.48;0.09;0;378.79;-26.41;27;28;66.5;78;8;90;1.52;1760;0.22;1;24.5;85;9.5;22.17
7.7;42.23;574;21.62;14.48;0.12;0;379.21;-19.29;27;28;66.5;78;8;90;1.52;1760;0.22;1;24.5;85;9.5;22.17
7.8;42.26;574;21;6.52;-0.03;0;379.61;-11.59;27;28;66.5;78;8;90;1.52;1760;0.21;1;24.5;85;9.5;22.17
7.9;42.34;574;19.77;0.96;-0.07;0;379.97;-5.92;27;28;66.5;78;8;90;1.52;1760;0.21;1;24.5;85;9.5;22.17
