Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;565;0;0;-0.05;0;389.4;-5.3;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.1;0;565;0;0;-0.08;0;389.4;-5.37;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.2;0;565;0;0;-0.06;0;389.4;-5.47;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.3;0;565;0;0;-0.06;0;389.4;-5.5;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.4;0;565;0;0;-0.05;0;389.4;-5.5;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.5;0;565;0;0;-0.03;0;389.4;-5.54;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.6;0;565;0;0;-0.07;0;389.4;-5.59;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.7;0;565;0;0;-0.09;0;389.4;-5.67;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.8;0;565;0;0;-0.06;0;389.4;-5.77;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
0.9;0;565;0;0;-0.03;0;389.4;-5.62;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1;0;565;0;0;-0.03;0;389.4;-5.37;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.1;0;565;0;0;-0.04;0;389.4;-5.15;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.2;0;565;0;0;-0.09;0;389.4;-4.95;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.3;0;565;0;0;-0.08;0;389.4;-4.9;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.4;0;565;0;0;-0.04;0;389.4;-4.9;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.5;0;565;0;0;-0.03;0;389.4;-4.86;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.6;0;565;0;0;-0.03;0;389.4;-4.81;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.7;0;565;0;0;-0.07;0;389.4;-4.84;22;23;82.8;98;8;90;0;0;1.44;1;24.5;85;19;26.34
1.8;0;565;3.27;0;-0.06;0;389.4;-4.89;22;23;82.8;98;8;90;0;0;1.43;1;24.5;85;19;26.34
1.9;0;565;12.01;0.5;-0.09;0;389.4;-5.08;22;23;82.8;98;8;90;0;0;1.42;1;24.5;85;19;26.34
2;0;565;16.18;2.5;-0.02;0;389.4;-5.33;22;23;82.8;98;8;90;0;0;1.42;1;24.5;85;19;26.34
2.1;0;565;18.76;13.5;0.16;0;389.36;-5.66;22;23;82.8;98;8;90;0;0;1.41;1;24.5;85;19;26.34
2.2;0;565;20.13;21.75;0.26;0;389.31;-6.01;22;23;82.8;98;8;90;0;0;1.4;1;24.54;85;19;26.34
2.3;0;565;21.15;28.75;0.33;0;389.3;-6.39;22;23;82.8;98;8;90;0;0;1.4;1;24.59;85;19;26.34
