Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;564;6.73;0;-0.05;0;388.9;-0.9;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.1;0;564;11.79;1;-0.05;0;388.9;-1.08;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.2;0;564;15.96;3;0.07;0;388.9;-1.28;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.3;0;564;17.7;16.17;0.27;0;388.86;-1.61;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.4;0;564;18.45;21.39;0.35;0;388.81;-1.96;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.5;0;564;18.98;26.17;0.42;0;388.76;-2.44;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.6;0.27;564;18.83;34.17;0.53;0;388.71;-2.94;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.7;0.56;564;18.83;38.5;0.53;0;388.7;-3.22;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.8;0.86;564;19.26;40.22;0.55;0;388.7;-3.47;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
0.9;1.04;564;19.63;44.28;0.6;0;388.66;-3.81;20;20;81;95;8;89.5;0;0;0;0;1;392;0;20;25;85;25;20.5;25.51
