Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;530;0;0;-0.21;0;366.8;-10.6;14;16;;;;;2.12;2720;2920;0.44;1;369;7.5;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.1;0;530;0;0;-0.23;0;366.8;-10.6;14;16;38.9;41;8;88.5;2.12;2720;2990.52;0.44;1;369;7.5;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.2;0;530;0;0;-0.23;0;366.71;-10.05;14;16;38.9;41;8;88.5;2.12;2759.25;3190.51;0.44;1;369;7.58;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.3;0;530;0;0;-0.23;0;366.61;-9.45;14;16;38.9;41;8;88.5;2.12;2879.26;3355.25;0.44;1;369;7.83;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.4;0;530;0;0;-0.23;0;366.6;-10.73;14;16;38.9;41;8;88.5;2.12;3025.45;3455.24;0.44;1;369;8.16;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.5;0;530;0;0;-0.23;0;366.6;-12.18;14;16;38.9;41;8;88.5;2.96;3225.42;3562.28;0.44;1;369;8.66;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.95;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.14;13.93;15.67;28.07;27.89;26.41;26.41
0.6;0;530;0;0;-0.23;0;366.55;-11.75;14;16;38.9;41;8;88.5;2.96;3392.7;3682.27;0.44;1;369;9.12;4;4.68;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.96;22.31;22.39;24.66;24.49;13.93;18.82;35.49;35.13;13.93;15.7;28.07;27.89;26.41;26.42
0.7;0;530;0;0;-0.23;0;366.5;-11.15;14;16;38.9;41;8;88.5;2.96;3492.7;3760;0;1;369;9.5;4;4.69;40;85;40;0;33.5;21.84;37.84;38.45;37.49;19.98;22.31;22.39;24.66;24.49;13.93;18.83;35.49;35.12;13.93;15.74;28.07;27.9;26.41;26.42
0.8;0;530;0;0;-0.23;0;366.45;-12.52;14;16;38.9;41;8;88.5;2.96;3592.69;3760;0;1;368.84;9.83;4;4.7;40;85;40;0;33.5;21.84;37.84;38.46;37.49;20;22.31;22.38;24.66;24.49;13.93;18.85;35.49;35.11;13.93;15.77;28.07;27.91;26.41;26.43
0.9;0;530;0;0;-0.21;0;366.4;-14.07;14;16;38.9;41;8;88.5;2.96;3692.66;3830.42;0;1;368.34;10.08;4;4.71;40;85;40;0;33.5;21.83;37.83;38.47;37.48;20.02;22.31;22.37;24.66;24.49;13.93;18.87;35.49;35.1;13.93;15.8;28.07;27.92;26.41;26.44
