Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;514;0;0;0.06;0;374.6;-17.9;7;7;55.7;69;8;88.5;6.24;6080;6040;0;1;376;16.25;1.5;1.1;5;85;6;-0.38;5;10;2.06;14.28;3.8;0.57;0.75;-0.21;-0.47;-0.21;2.76;2.32;3.89;4.94;3.1;3.28;2.23;1.36;2.32;2.14
0.1;0;514;0;0;0.06;0;374.6;-17.9;7;7;55.7;69;8;88.5;6.24;6080;6040;0;1;376;16.25;1.5;1.1;5;85;6;-0.38;5;10;2.06;14.28;3.8;0.57;0.76;-0.18;-0.47;-0.21;2.76;2.34;3.95;4.94;3.1;3.28;2.26;1.39;2.36;2.14
0.2;0;514;0;0;0.08;0;374.6;-17.87;7;7;55.7;69;8;88.5;6.24;6074.92;6040;0;1;376;16.22;1.5;1.1;5;85;6;-0.38;5;10;2.06;14.47;3.9;0.57;0.78;-0.13;-0.47;-0.21;2.76;2.37;4.03;4.94;3.1;3.28;2.3;1.42;2.4;2.14
0.3;0;514;0;0;0.03;0;374.6;-17.72;7;7;55.7;69;8;88.5;6.24;6054.91;6040;0;1;376;16.09;1.5;1.1;5;85;6;-0.38;5;10;2.07;14.71;4.04;0.57;0.8;-0.09;-0.47;-0.21;2.76;2.39;4.11;4.94;3.1;3.28;2.33;1.46;2.44;2.14
0.4;0;514;0;0;0.01;0;374.6;-17.62;7;7;55.7;69;8;88.5;6.24;6040;6040;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.08;14.96;4.17;0.57;0.81;-0.05;-0.47;-0.21;2.76;2.42;4.19;4.94;3.1;3.28;2.37;1.49;2.49;2.14
0.5;0;514;0;0;0.02;0;374.6;-17.72;7;7;55.7;69;8;88.5;6.08;6040;6040;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.09;15.2;4.3;0.57;0.83;0;-0.47;-0.21;2.76;2.45;4.27;4.94;3.1;3.28;2.4;1.53;2.53;2.14
0.6;0;514;0;0;0.04;0;374.6;-17.79;7;7;55.7;69;8;88.5;6.08;6040;6040;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.1;15.44;4.43;0.57;0.85;0.04;-0.47;-0.21;2.76;2.47;4.35;4.94;3.1;3.28;2.44;1.56;2.57;2.14
0.7;0;514;0;0;0.04;0;374.6;-17.74;7;7;55.7;69;8;88.5;6.08;6040;6034.41;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.11;15.69;4.56;0.57;0.87;0.09;-0.47;-0.21;2.76;2.5;4.43;4.94;3.1;3.28;2.47;1.6;2.62;2.14
0.8;0;514;0;0;0.04;0;374.6;-17.71;7;7;55.7;69;8;88.5;6.08;6040;6014.41;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.12;15.93;4.69;0.57;0.88;0.13;-0.47;-0.21;2.76;2.52;4.5;4.94;3.1;3.28;2.5;1.63;2.66;2.14
0.9;0;514;0;0;0.04;0;374.6;-17.76;7;7;55.7;69;8;88.5;6.08;6040;6000;0;1;376;16;1.5;1.1;5;85;6;-0.38;5;10;2.13;16.18;4.82;0.57;0.9;0.17;-0.47;-0.21;2.76;2.55;4.58;4.94;3.1;3.28;2.54;1.67;2.7;2.14
