Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;521;0;0;-0.108;0;388.1;-1.3;20;21;78.5;90.5;8;89.5;0;0;0;0;1;392;0;25.5;35;85;35;26;32.6732
0.1;0;521;0;0;-0.09862;0;388.1;-1.3;20;21;78.5;90.5;8;89.5;0;0;0;0;1;392;0;25.5;35;85;35;26;32.6732
0.2;0;521;0;0;-0.11609;0;388.1;-1.29807;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.88856;0;25.5;35;85;35;26;32.6732
0.3;0;521;0;0;-0.12928;0;388.1;-1.24808;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.38858;0;25.5;35;85;35;26;32.6732
0.4;0;521;0;0;-0.108;0;388.1;-1.20191;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.11141;0;25.5;35;85;35;26;32.6732
0.5;0;521;0;0;-0.12676;0;388.1;-1.25192;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.61143;0;25.5;35;85;35;26;32.6732
0.6;0;521;0;0;-0.148;0;388.09807;-1.31351;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.88861;0;25.5;35;85;35;26;32.6732
0.7;0;521;0;1;-0.148;0;388.04807;-1.66349;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.38886;0;25.5;35;85;35;26;32.6732
0.8;0;521;0;1.33392;-0.13862;0;388;-2.00193;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.11098;0;25.5;35;85;35;26;32.6732
0.9;0;521;0;2;-0.09987;0;388;-2.05193;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.6111;0;25.5;35;85;35;26;32.6732
1;0;521;0;1.16617;-0.068;0;388;-2.09807;20;21;78.5;90.5;8;89.5;0;0;0;0;1;391.88882;0;25.5;35;85;35;26;32.6732
