Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;572;0;0;-0.072;0;391.3;-1.2;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;28;85;26;19;22.0044
0.1;0;572;0;0;-0.07479;0;391.3;-1.2;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;28.24201;85;26.24201;19;22.0044
0.2;0;572;0;0;-0.13111;0;391.3;-1.1759;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;28.74204;85;26.74204;19;22.0044
0.3;0;572;0;0;-0.11014;0;391.3;-1.1259;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.4;0;572;0;0;-0.072;0;391.3;-1.0759;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.5;0;572;0;0;-0.072;0;391.3;-1.0259;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.6;0;572;0;0;-0.07289;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.7;0;572;0;0;-0.09107;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.8;0;572;0;0;-0.07289;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
0.9;0;572;0;0;-0.092;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1;0;572;0;0;-0.092;0;391.3;-1.02411;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.1;0;572;0;0;-0.08929;0;391.3;-1.07411;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.2;0;572;0;0;-0.03655;0;391.3;-1.07589;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.3;0;572;0;0;-0.09293;0;391.3;-1.02589;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.4;0;572;0;0;-0.11019;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.5;0;572;0;0;-0.07105;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.6;0;572;0;0;-0.05119;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.7;0;572;0;0;-0.03485;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.8;0;572;0;0;-0.0529;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
1.9;0;572;0;0;-0.07295;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2;0;572;0;0;-0.0929;0;391.3;-1.02412;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.1;0;572;0;0;-0.11105;0;391.3;-1.07412;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.2;0;572;0;0;-0.09019;0;391.3;-1.07589;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.3;0;572;0;0;-0.05295;0;391.3;-1.02589;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.4;0;572;0;0;-0.072;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.5;0;572;0;0;-0.072;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.6;0;572;0;0;-0.07381;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27;19;22.0044
2.7;0;572;0;0;-0.10914;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27.24158;19;22.0044
2.8;0;572;0;0;-0.05382;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;27.74153;19;22.0044
2.9;0;572;0;0;-0.09105;0;391.3;-1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3;0;572;0;0;-0.07382;0;391.3;-1.02412;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.1;0;572;0;0;-0.11104;0;391.3;-1.07412;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.2;0;572;0;0;-0.092;0;391.3;-1.1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.3;0;572;0;0;-0.09296;0;391.3;-1.1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.4;0;572;0;0;-0.10926;0;391.3;-1.1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.5;0;572;0;0;-0.05487;0;391.3;-1.1;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.6;0;572;0;0;-0.11017;0;391.3;-1.12413;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.7;0;572;0;0;-0.07018;0;391.3;-1.17413;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.8;0;572;0;0;-0.03666;0;391.3;-1.15175;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
3.9;0;572;0;0;-0.09104;0;391.3;-1.05175;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4;0;572;0;0;-0.07108;0;391.3;-1.0965;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.1;0;572;0;0.78;-0.05584;0;391.3;-1.2965;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.2;0;572;0;1;-0.12925;0;391.3;-1.35176;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.3;0;572;0;2;-0.07018;0;391.3;-1.25179;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.4;0;572;0;1;-0.034;0;391.3;-1.22411;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.5;0;572;0;1.5;-0.03583;0;391.3;-1.27412;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.6;0;572;0;2;-0.07109;0;391.3;-1.3;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
4.7;0;572;7.53979;2.13457;-0.05585;0;391.3;-1.3;20;20;85.5;100;8;89.5;0;0;0;0;1;394;0;19;29;85;28;19;22.0044
