Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;580;0;0;0.228;0;385.5;-1.2;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.1;0;580;0;0;0.24102;0;385.5;-1.16683;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.2;0;580;0;0;0.23498;0;385.5;-1.11683;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.3;0;580;0;0;0.241;0;385.5;-1.13317;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.4;0;580;0;0;0.261;0;385.5;-1.18318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.5;0;580;0;0;0.24201;0;385.5;-1.13364;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.6;0;580;0;0;0.26704;0;385.5;-1.03364;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.7;0;580;0;0;0.24893;0;385.5;-1.03318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.8;0;580;0;0;0.215;0;385.5;-1.08318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
0.9;0;580;0;0;0.23401;0;385.5;-1.13317;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1;0;580;0;0;0.27403;0;385.5;-1.18316;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.1;0;580;0;0;0.26196;0;385.5;-1.2;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.2;0;580;0;0;0.248;0;385.5;-1.2;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.3;0;580;0;0;0.26093;0;385.5;-1.06731;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.4;0;580;0;0;0.21644;0;385.5;-0.86733;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.5;0;580;0;0;0.20097;0;385.5;-0.83317;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.6;0;580;0;0;0.24704;0;385.5;-0.88318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.7;0;580;0;0;0.21596;0;385.5;-0.93318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.8;0;580;0;0;0.22704;0;385.5;-0.98318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
1.9;0;580;0;0;0.248;0;385.5;-0.93363;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2;0;580;0;0;0.23498;0;385.5;-0.83364;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.1;0;580;0;0;0.21498;0;385.5;-0.8;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.2;0;580;0;0;0.22102;0;385.5;-0.8;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.3;0;580;0;0;0.25403;0;385.5;-0.83318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.4;0;580;0;0;0.22895;0;385.5;-0.88318;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.5;0;580;0;0;0.23404;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.6;0;580;0;0;0.248;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.7;0;580;0;0;0.248;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.8;0;580;0;0;0.248;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
2.9;0;580;0;0;0.23498;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3;0;580;0;0;0.228;0;385.5;-0.9;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.1;0;580;0;0;0.215;0;385.5;-0.99793;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.2;0;580;0;0;0.24691;0;385.5;-1.14781;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.3;0;580;0;0;0.22901;0;385.5;-1.16761;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.4;0;580;0;0;0.24644;0;385.5;-1.11792;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.5;0;580;0;0;0.22981;0;385.5;-1.13197;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.6;0;580;0;0;0.22072;0;385.5;-1.18197;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.7;0;580;0;0;0.228;0;385.5;-1.13606;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.8;0;580;0;0;0.21529;0;385.5;-1.03607;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
3.9;0;580;0;0;0.18254;0;385.5;-1;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
4;0;580;0;0;0.20614;0;385.5;-1;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
4.1;0;580;0;0;0.25346;0;385.46803;-1.19179;19;19;74.4;85;8;89.5;0;0;0;0;1;389;0;17;63;85;65;13.5;23.5047
