Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0;523;0;0;0.172;0;392.5;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.1;0;523;0;0;0.17881;0;392.5;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.2;0;523;0;0;0.17838;0;392.48213;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.3;0;523;0;0;0.15881;0;392.43211;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.4;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.5;0;523;0;0;0.18562;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.6;0;523;0;0;0.20519;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.7;0;523;0;0;0.19881;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.8;0;523;0;0;0.19838;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
0.9;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1;0;523;0;0;0.17881;0;392.4179;-0.9821;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.1;0;523;0;0;0.18519;0;392.46797;-0.93203;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.2;0;523;0;0;0.17881;0;392.48199;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.3;0;523;0;0;0.192;0;392.43199;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.4;0;523;0;0;0.192;0;392.4;-0.91801;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.5;0;523;0;0;0.192;0;392.4;-0.96801;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.6;0;523;0;0;0.17837;0;392.4;-1.01802;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.7;0;523;0;0;0.152;0;392.4;-1.06802;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.8;0;523;0;0;0.15882;0;392.4;-1.08198;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
1.9;0;523;0;0;0.17882;0;392.4;-1.03198;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2;0;523;0;0;0.192;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.1;0;523;0;0;0.192;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.2;0;523;0;0;0.18518;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.3;0;523;0;0;0.18564;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.4;0;523;0;0;0.19154;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.5;0;523;0;0;0.17927;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.6;0;523;0;0;0.21836;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.7;0;523;0;0;0.192;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.8;0;523;0;0;0.19882;0;392.4;-0.98198;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
2.9;0;523;0;0;0.20518;0;392.4;-0.93198;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3;0;523;0;0;0.18518;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.1;0;523;0;0;0.17882;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.2;0;523;0;0;0.18518;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.3;0;523;0;0;0.172;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.4;0;523;0;0;0.172;0;392.4;-0.91804;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.5;0;523;0;0;0.19247;0;392.4;-0.96804;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.6;0;523;0;0;0.21835;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.7;0;523;0;0;0.19883;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.8;0;523;0;0;0.19835;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
3.9;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4;0;523;0;0;0.17883;0;392.41804;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.1;0;523;0;0;0.18517;0;392.46805;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.2;0;523;0;0;0.17883;0;392.48195;-0.98195;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.3;0;523;0;0;0.192;0;392.43195;-0.93195;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.4;0;523;0;0;0.19883;0;392.4;-0.91805;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.5;0;523;0;0;0.19152;0;392.4;-0.96805;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.6;0;523;0;0;0.15883;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0034
4.7;0;523;0;0;0.17883;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.00576
4.8;0;523;0;0;0.17151;0;392.41805;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.02243
4.9;0;523;0;0;0.15249;0;392.46805;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.0391
5;0;523;0;0;0.20566;0;392.48195;-0.98194;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.05577
5.1;0;523;0;0;0.21151;0;392.43195;-0.93194;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.07244
5.2;0;523;0;0;0.19249;0;392.41806;-0.91806;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.08911
5.3;0;523;0;0;0.20467;0;392.46806;-0.96806;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.10578
5.4;0;523;0;0;0.16566;0;392.48192;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.12245
5.5;0;523;0;0;0.19883;0;392.43185;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.13912
5.6;0;523;0;0;0.19151;0;392.4;-1.0182;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.15579
5.7;0;523;0;0;0.18615;0;392.4;-1.0682;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
5.8;0;523;0;0;0.22468;0;392.4;-1.0636;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
5.9;0;523;0;0;0.17883;0;392.4;-0.9636;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6;0;523;0;0;0.192;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.1;0;523;0;0;0.19883;0;392.4;-0.9;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.2;0;523;0;0;0.1915;0;392.4;-0.9182;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.3;0;523;0;0;0.152;0;392.4;-0.9682;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.4;0;523;0;0;0.15883;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.5;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.6;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.7;0;523;0;0;0.172;0;392.4;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.8;0;523;0;0;0.17883;0;392.41819;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
6.9;0;523;0;0;0.20567;0;392.46821;-1;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
7;0;523;0;0;0.21833;0;392.48179;-0.98178;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
7.1;0;523;0;0;0.18516;0;392.43179;-0.93178;19;19;87.3;100;8;89.5;0;0;0;1;17;85;15.5;17.1701
