Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
0;0.09;574;23.33;52.5;0.83;0;391.6;-8.6;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.1;0.45;574;23.18;53.78;0.83;0;391.57;-8.96;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.2;0.93;574;23;57.07;0.87;0;391.52;-9.61;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.3;1.11;574;23;59.14;0.83;0;391.47;-10.15;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.4;1.42;574;23.88;59.79;0.85;0;391.42;-10.6;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.5;1.6;574;26.01;61.93;0.85;0;391.37;-11.18;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.6;1.87;574;28.13;64.86;0.97;0;391.32;-11.89;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.7;2.2;574;28.28;71.5;1.18;0;391.27;-12.72;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.8;2.53;574;28.6;77;1.15;0;391.22;-13.67;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
0.9;2.91;574;29.09;80.79;1.22;0;391.17;-14.46;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
1;3.32;574;29.08;82;1.19;0;391.12;-15.11;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
1.1;3.72;574;28.93;83.86;1.24;0;391.07;-15.78;26;26;86.6;100;8;90;0;85;1.52;1;27;215;26;39.17
1.2;4.1;574;28.58;83.5;1.24;0;391.02;-16.48;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.95;39.17
1.3;4.57;574;28.11;83.43;1.26;0;390.97;-16.99;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.9;39.17
1.4;4.95;574;27.68;81.28;1.09;0;390.92;-17.34;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.85;39.17
1.5;5.32;574;28.13;80.07;1.14;0;390.9;-17.64;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.8;39.17
1.6;5.66;574;28.75;77.86;0.9;0;390.9;-17.89;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.75;39.17
1.7;5.99;574;29.7;74;0.82;0;390.9;-17.95;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.7;39.17
1.8;6.29;574;32.03;70.57;0.47;0;390.9;-17.85;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.65;39.17
1.9;6.55;574;32.18;70.07;0.61;0;390.9;-17.72;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.6;39.17
2;6.79;574;32.95;70.5;0.61;0;390.9;-17.57;26;26;86.6;100;8;90;0;85;1.52;1;27;215;25.55;39.17
2.1;7.13;574;33.4;67.86;0.64;0;390.87;-17.66;26;26;86.6;100;8;90;0;85;1.6;1;27;215;25.5;39.17
2.2;7.37;574;33.28;66;0.57;0;390.82;-17.96;26;26;86.6;100;8;90;0;85;1.6;1;27;215;25.5;39.16
2.3;7.66;574;33.4;66.43;0.57;0;390.83;-17.85;26;26;86.6;100;8;90;0;85;1.6;1;27;215;25.5;39.14
2.4;7.86;574;34.07;61.93;0.62;0;390.88;-17.41;26;26;86.6;100;8;90;0;85;1.6;1;27;215;25.5;39.13
2.5;8.09;574;34.5;59;0.33;0;390.9;-17.12;26;26;86.57;100;8;90;0;85;1.6;1;27;215;25.5;39.11
2.6;8.27;574;35.28;57.54;0.41;0;390.9;-16.97;26;26;86.52;100;8;90;0;85;1.6;1;27;215;25.5;39.09
2.7;8.45;574;36.07;54.04;0.37;0;390.9;-16.66;26;26;86.5;100;8;90;0;85;1.6;1;27;215;25.5;39.08
