Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;482;0;0;0.16;0;386.3;-4.7;10;11;72.7;83;8;88.5;0.68;1060;1440;0;1;389;2.75;5;5.2;12;85;12;-500.19;15.5;16.5;12.01;12.27;13.75;14.19;16.81;12.36;11.13;11.66;13.23;13.4;16.46;14.71;12.62;12.53;16.81;15.59;15.24;15.15
0.1;0;482;0;0;0.19;0;386.3;-4.7;10;11;72.7;83;8;88.5;0.68;1134.47;1440;0;1;389;2.91;5;5.2;12;85;12;-500.19;15.5;16.5;12.01;12.27;13.75;14.19;16.78;12.32;11.13;11.63;13.23;13.4;16.42;14.71;12.62;12.53;16.78;15.56;15.21;15.15
0.2;0;482;0;0;0.19;0;386.3;-5.03;10;11;72.7;83;8;88.5;0.68;1254.45;1504.59;0;1;389;3.16;5;5.2;12;85;12;-500.19;15.5;16.5;11.99;12.26;13.75;14.19;16.68;12.19;11.13;11.52;13.23;13.38;16.25;14.71;12.62;12.53;16.69;15.47;15.11;15.15
0.3;0;482;0;0;0.18;0;386.3;-5.63;10;11;72.7;83;8;88.5;0.68;1355.82;1604.58;0;1;389;3.41;5;5.2;12;85;12;-500.19;15.5;16.5;11.81;12.2;13.75;14.19;16.57;12.06;11.13;11.4;13.23;13.36;16.09;14.71;12.62;12.53;16.59;15.37;15;15.15
0.4;0;482;0;0;0.18;0;386.27;-5.79;10;11;72.7;83;8;88.5;0.68;1445.82;1704.57;0;1;389;3.66;5;5.2;12;85;12;-500.19;15.5;16.5;11.63;12.14;13.75;14.19;16.47;11.93;11.13;11.29;13.23;13.35;15.92;14.71;12.62;12.53;16.5;15.27;14.9;15.15
0.5;0;482;0;0;0.18;0;386.22;-5.59;10;11;72.7;83;8;88.5;0.68;1542.02;1804.56;0;1;389;3.91;5;5.2;12;85;12;-500.17;15.5;16.5;11.44;12.08;13.75;14.19;16.36;11.8;11.13;11.18;13.23;13.33;15.76;14.71;12.62;12.53;16.4;15.18;14.79;15.15
0.6;0;482;0;0;0.15;0;386.17;-5.94;10;11;72.7;83;8;88.5;0.68;1642.03;1917.47;0;1;389;4.16;5;5.2;12;85;12;-500.15;15.5;16.5;11.26;12.02;13.75;14.19;16.26;11.67;11.13;11.06;13.23;13.31;15.59;14.71;12.62;12.53;16.3;15.08;14.69;15.15
0.7;0;482;0;0;0.18;0;386.12;-6.74;10;11;72.7;83;8;88.5;0.68;1748.21;2037.46;0;1;388.69;4.48;5;5.2;12;85;12;-500.14;15.5;16.5;11.08;11.96;13.75;14.19;16.15;11.54;11.13;10.95;13.23;13.29;15.42;14.71;12.62;12.53;16.21;14.99;14.58;15.15
0.8;0;482;0;0;0.2;0;386.07;-6.93;10;11;72.7;83;8;88.5;0.68;1858.16;2144.55;0;1;388.19;4.86;5;5.2;12;85;12;-500.12;15.5;16.5;10.89;11.9;13.75;14.19;16.05;11.41;11.13;10.84;13.23;13.28;15.26;14.71;12.62;12.53;16.11;14.89;14.48;15.15
0.9;0;482;0;0;0.19;0;386.02;-6.63;10;11;72.7;83;8;88.5;1.92;1974.35;2244.54;0;1;388;5.15;5;5.2;12;85;12;-500.11;15.5;16.5;10.71;11.84;13.75;14.19;15.94;11.28;11.13;10.72;13.23;13.26;15.09;14.71;12.62;12.53;16.02;14.79;14.37;15.15
1;0;482;0;0;0.19;0;385.97;-7.06;10;11;72.7;83;8;88.5;1.92;2094.38;2344.54;0;1;388;5.4;5;5.2;12;85;12;-500.09;15.5;16.5;10.53;11.78;13.75;14.19;15.84;11.15;11.14;10.61;13.23;13.24;14.93;14.71;12.62;12.53;15.92;14.7;14.27;15.15
1.1;0;482;0;0;0.18;0;385.92;-8.06;10;11;72.7;83;8;88.5;1.92;2195.79;2444.53;0;1;388;5.65;5;5.2;12;85;12;-500.08;15.5;16.5;10.34;11.71;13.75;14.23;15.77;11.06;11.17;10.53;13.24;13.23;14.81;14.76;12.65;12.59;15.86;14.63;14.2;15.19
1.2;0;482;0;0;0.18;0;385.87;-8.31;10;11;72.7;83;8;88.5;1.92;2285.78;2544.52;0;1;388;5.9;5;5.2;12;85;12;-500.06;15.5;16.5;10.19;11.66;13.77;14.26;15.81;11.1;11.21;10.57;13.25;13.25;14.84;14.8;12.69;12.66;15.89;14.66;14.24;15.22
1.3;0;482;0;0;0.19;0;385.82;-7.96;10;11;72.7;83;8;88.5;1.92;2388.17;2644.51;0;1;388;6.15;5;5.2;12;85;12;-500.05;15.5;16.5;10.34;11.64;13.91;14.3;15.86;11.15;11.24;10.6;13.26;13.27;14.88;14.85;12.72;12.72;15.93;14.68;14.29;15.26
1.4;0;482;0;0;0.19;0;385.77;-8.41;10;11;72.7;83;8;88.5;1.92;2498.18;2757.41;0.01;1;388;6.4;5;5.2;12;85;12;-500.04;15.5;16.5;10.48;11.62;14.06;14.33;15.9;11.19;11.28;10.64;13.26;13.29;14.91;14.89;12.76;12.78;15.96;14.71;14.33;15.29
1.5;0;482;0;0;0.17;0;385.72;-9.51;10;11;72.7;83;8;88.5;1.92;2601.97;2877.4;0.02;1;388;6.65;5;5.2;12;85;12;-500.04;15.5;16.5;10.63;11.6;14.21;14.37;15.95;11.23;11.31;10.67;13.27;13.3;14.95;14.93;12.79;12.84;16;14.74;14.37;15.33
1.6;0;482;0;0;0.16;0;385.64;-9.86;10;11;72.7;83;8;88.5;1.92;2701.93;2984.5;0.03;1;388;6.9;5;5.2;12;85;12;-500.04;15.5;16.5;10.78;11.59;14.36;14.4;15.99;11.28;11.35;10.71;13.28;13.32;14.98;14.98;12.83;12.9;16.03;14.76;14.42;15.36
1.7;0;482;0;0;0.16;0;385.54;-9.61;10;11;72.7;83;8;88.5;1.92;2808.11;3084.49;0.04;1;388;7.23;5;5.2;12;85;12;-500.04;15.5;16.5;10.93;11.57;14.51;14.44;16.03;11.32;11.38;10.74;13.29;13.34;15.02;15.02;12.86;12.96;16.07;14.79;14.46;15.4
1.8;0;482;0;0;0.2;0;385.5;-10.03;10;11;72.7;83;8;88.5;1.92;2918.12;3184.48;0.04;1;388;7.61;5;5.2;12;85;12;-500.04;15.5;16.5;11.08;11.55;14.66;14.47;16.08;11.36;11.42;10.78;13.3;13.36;15.05;15.06;12.9;13.02;16.1;14.82;14.51;15.43
1.9;0;482;0;0;0.19;0;385.5;-10.98;10;11;72.7;83;8;88.5;1.92;3021.94;3284.47;0.04;1;388;7.9;5;5.2;12;85;12;-500.04;15.5;16.5;11.23;11.53;14.8;14.51;16.12;11.41;11.45;10.81;13.31;13.37;15.09;15.11;12.93;13.08;16.14;14.84;14.55;15.47
2;0;482;0;0;0.16;0;385.44;-11.21;10;11;72.7;83;8;88.5;1.92;3121.95;3384.47;0.04;1;388;8.15;5;5.2;12;85;12;-500.04;15.5;16.5;11.37;11.52;14.95;14.54;16.16;11.45;11.48;10.85;13.32;13.39;15.12;15.15;12.97;13.14;16.17;14.87;14.59;15.5
2.1;0;482;0;0;0.17;0;385.34;-10.86;10;11;72.7;83;8;88.5;3;3228.13;3484.46;0.04;1;388;8.4;5;5.21;12;85;12;-500.04;15.5;16.5;11.52;11.5;15.1;14.55;16.2;11.49;11.49;10.88;13.33;13.41;15.15;15.11;12.99;13.17;16.2;14.89;14.63;15.52
2.2;0;482;0;0;0.22;0;385.3;-11.31;10;11;72.7;83;8;88.5;3;3338.1;3597.35;0.04;1;388;8.65;5;5.22;12;85;12;-500.04;15.5;16.5;11.67;11.48;15.24;14.56;16.21;11.49;11.5;10.89;13.33;13.43;15.15;15.08;13;13.2;16.21;14.91;14.64;15.53
2.3;0;482;0;0;0.21;0;385.3;-12.41;10;11;72.7;83;8;88.5;3;3441.89;3717.34;0.04;1;387.69;8.9;5;5.23;12;85;12;-500.04;15.5;16.5;11.75;11.45;15.24;14.57;16.22;11.5;11.51;10.91;13.34;13.44;15.15;15.04;13.02;13.22;16.22;14.93;14.65;15.55
2.4;0;482;0;0;0.17;0;385.24;-12.51;10;11;72.7;83;8;88.5;3;3541.88;3824.45;0.04;1;387.19;9.15;5;5.23;12;85;12;-500.04;15.5;16.5;11.84;11.41;15.24;14.57;16.23;11.51;11.52;10.93;13.35;13.46;15.15;15.01;13.04;13.25;16.23;14.94;14.65;15.57
2.5;0;482;0;0;0.19;0;385.14;-11.81;10;11;72.7;83;8;88.5;3;3654.26;3924.44;0.36;1;387;9.4;5;5.24;12;85;12;-500.05;15.5;16.5;11.93;11.38;15.24;14.58;16.23;11.52;11.53;10.95;13.36;13.48;15.15;14.97;13.06;13.27;16.23;14.96;14.66;15.59
2.6;0;482;0;0;0.18;0;385.1;-12.11;10;11;72.7;83;8;88.5;3;3774.28;4024.43;0.36;1;387;9.65;5;5.25;12;85;12;-500.06;15.5;16.5;12.01;11.34;15.24;14.59;16.24;11.53;11.54;10.96;13.37;13.5;15.15;14.94;13.07;13.3;16.24;14.98;14.67;15.6
2.7;0;482;0;0;0.17;0;385.1;-13.21;10;11;72.7;83;8;88.5;3;3875.7;4124.42;0.36;1;387;9.9;5;5.26;12;85;12;-500.06;15.5;16.5;12.1;11.31;15.24;14.6;16.25;11.54;11.55;10.98;13.38;13.51;15.15;14.9;13.09;13.33;16.25;15;14.68;15.62
2.8;0;482;0;0;0.18;0;385.07;-13.42;10;11;72.7;83;8;88.5;3;3965.7;4224.42;0.36;1;387;10.15;5;5.27;12;85;12;-500.07;15.5;16.5;12.19;11.27;15.24;14.61;16.26;11.55;11.55;11;13.39;13.53;15.15;14.87;13.11;13.35;16.26;15.01;14.69;15.64
2.9;0;482;0;0;0.16;0;385.02;-12.92;10;11;72.7;83;8;88.5;3;4068.06;4324.41;0.36;1;387;10.48;5;5.28;12;85;12;-500.08;15.5;16.5;12.28;11.24;15.24;14.62;16.27;11.56;11.56;11.02;13.4;13.55;15.15;14.83;13.13;13.38;16.27;15.03;14.7;15.66
3;0;482;0;0;0.15;0;384.97;-13.34;10;11;72.7;83;8;88.5;3;4178.05;4437.29;0.36;1;387;10.86;5;5.29;12;85;12;-500.09;15.5;16.5;12.36;11.2;15.24;14.63;16.28;11.56;11.57;11.03;13.4;13.57;15.15;14.8;13.14;13.4;16.28;15.05;14.71;15.67
3.1;0;482;0;0;0.16;0;384.92;-14.49;10;11;72.7;83;8;88.5;3.92;4281.85;4557.28;0.36;1;386.69;11.15;5;5.29;12;85;12;-500.09;15.5;16.5;12.45;11.17;15.24;14.63;16.28;11.57;11.58;11.05;13.41;13.58;15.14;14.74;13.14;13.4;16.29;15.06;14.72;15.67
3.2;0;482;0;0;0.15;0;384.84;-14.78;10;11;72.7;83;8;88.5;3.92;4381.84;4664.39;0.36;1;386.19;11.4;5;5.29;12;85;12;-500.1;15.5;16.5;12.53;11.14;15.23;14.64;16.28;11.58;11.59;11.05;13.42;13.59;15.08;14.68;13.14;13.4;16.29;15.07;14.73;15.67
3.3;0;482;0;0;0.18;0;384.74;-14.38;10;11;72.7;83;8;88.5;3.92;4494.19;4764.38;0.4;1;386;11.65;5;5.29;12;85;12;-500.11;15.5;16.5;12.52;11.24;15.16;14.65;16.28;11.59;11.6;11.05;13.43;13.6;15.03;14.61;13.14;13.4;16.3;15.08;14.75;15.67
3.4;0;482;0;0;0.18;0;384.7;-14.67;10;11;72.7;83;8;88.5;3.92;4614.15;4864.38;0.4;1;386;11.9;5;5.29;12;85;12;-500.12;15.5;16.5;12.51;11.33;15.09;14.66;16.28;11.6;11.61;11.05;13.44;13.61;14.98;14.55;13.14;13.4;16.31;15.09;14.77;15.67
3.5;0;482;0;0;0.17;0;384.7;-15.52;10;11;72.7;83;8;88.5;3.92;4715.62;4964.37;0.4;1;386;12.15;5;5.29;12;85;12;-500.12;15.5;16.5;12.5;11.43;15.02;14.67;16.28;11.61;11.61;11.05;13.45;13.62;14.93;14.49;13.14;13.4;16.32;15.1;14.79;15.67
3.6;0;482;0;0;0.18;0;384.67;-15.79;10;11;72.67;83;8;88.5;3.92;4805.65;5064.37;0.4;1;386;12.4;5;5.29;12;85;12;-500.13;15.5;16.5;12.5;11.53;14.95;14.68;16.28;11.62;11.62;11.05;13.46;13.62;14.88;14.43;13.14;13.4;16.33;15.11;14.8;15.67
3.7;0;482;0;0;0.17;0;384.62;-15.59;10;11;72.62;83;8;88.5;3.92;4901.84;5164.36;0.4;1;386;12.65;5;5.29;12;85;12;-500.14;15.5;16.5;12.49;11.62;14.88;14.69;16.28;11.63;11.63;11.05;13.47;13.63;14.82;14.37;13.14;13.4;16.34;15.12;14.82;15.67
3.8;0;482;0;0;0.16;0;384.63;-15.56;10;11;72.6;83;8;88.5;3.92;5001.82;5277.23;0.4;1;386;12.9;5;5.29;12;85;12;-500.15;15.5;16.5;12.48;11.72;14.81;14.7;16.28;11.63;11.64;11.05;13.47;13.64;14.77;14.31;13.14;13.4;16.35;15.13;14.84;15.67
3.9;0;482;0;0;0.19;0;384.68;-15.66;10;11;72.6;83;8;88.5;3.92;5107.97;5397.22;0.41;1;386;13.15;5;5.29;12;85;12;-500.16;15.5;16.5;12.47;11.81;14.74;14.7;16.28;11.64;11.65;11.05;13.48;13.65;14.72;14.25;13.14;13.4;16.36;15.13;14.86;15.67
4;0;482;0;0;0.19;0;384.67;-15.56;10;11;72.6;83;8;88.5;3.92;5217.93;5504.34;0.43;1;386;13.4;5;5.29;12;85;12;-500.16;15.5;16.5;12.46;11.91;14.67;14.71;16.28;11.65;11.66;11.05;13.49;13.66;14.67;14.19;13.14;13.4;16.36;15.14;14.87;15.67
4.1;0;482;0;0;0.18;0;384.62;-15.31;10;11;72.6;83;8;88.5;5;5327.93;5604.33;0.44;1;386;13.73;5;5.29;12;85;12;-500.17;15.5;16.5;12.45;12.01;14.6;14.71;16.29;11.66;11.66;11.05;13.49;13.67;14.61;14.13;13.15;13.41;16.37;15.15;14.89;15.68
4.2;0;482;0;0;0.16;0;384.57;-15.64;10;11;72.6;83;8;88.5;5;5437.96;5704.33;0.44;1;386;14.11;5;5.29;12;85;12;-500.18;15.5;16.5;12.45;12.1;14.53;14.71;16.29;11.67;11.66;11.05;13.49;13.67;14.55;14.08;13.16;13.42;16.37;15.15;14.92;15.69
4.3;0;482;0;0;0.17;0;384.52;-16.44;10;11;72.6;83;8;88.5;5;5541.79;5804.32;0.44;1;386;14.4;5;5.29;12;85;12;-500.19;15.49;16.5;12.47;12.22;14.46;14.71;16.3;11.68;11.66;11.05;13.49;13.67;14.49;14.03;13.17;13.43;16.37;15.15;14.95;15.7
4.4;0;482;0;0;0.21;0;384.47;-16.74;10;11;72.6;83;8;88.5;5;5641.78;5904.32;0.44;1;386;14.65;5;5.29;12;85;12;-500.19;15.44;16.5;12.5;12.33;14.39;14.71;16.31;11.69;11.66;11.05;13.49;13.67;14.43;13.98;13.18;13.44;16.37;15.15;14.97;15.71
4.5;0;482;0;0;0.21;0;384.42;-16.64;10;11;72.6;83;8;88.5;5;5747.95;6004.31;0.44;1;386;14.9;5;5.29;12;85;12;-500.17;15.39;16.5;12.52;12.44;14.32;14.71;16.32;11.7;11.66;11.05;13.49;13.67;14.37;13.93;13.19;13.45;16.37;15.15;15;15.72
4.6;0;482;0;0;0.19;0;384.37;-17.1;10;11;72.6;83;8;88.5;5;5857.95;6117.17;0.44;1;386;15.15;5;5.29;12;85;12;-500.15;15.34;16.5;12.55;12.56;14.25;14.71;16.33;11.7;11.66;11.05;13.49;13.67;14.31;13.87;13.19;13.46;16.37;15.15;15.02;15.73
4.7;0;482;0;0;0.19;0;384.32;-18;10;11;72.6;83;8;88.5;5;5949.41;6237.16;0.44;1;385.69;15.4;5;5.29;12;85;12;-500.14;15.29;16.5;12.58;12.67;14.18;14.71;16.34;11.71;11.66;11.05;13.49;13.67;14.24;13.82;13.2;13.47;16.37;15.15;15.05;15.73
4.8;0;482;0;0;0.18;0;384.24;-18.59;10;11;72.6;83;8;88.5;5;6029.41;6344.29;0.44;1;385.19;15.65;5;5.29;12;85;12;-500.12;15.24;16.5;12.6;12.78;14.11;14.71;16.35;11.72;11.66;11.05;13.49;13.67;14.18;13.77;13.21;13.47;16.37;15.15;15.08;15.74
4.9;0;482;0;0;0.16;0;384.14;-18.94;10;11;72.6;83;8;88.5;5;6140.29;6444.28;0.08;1;385;15.98;5;5.29;12;85;12;-500.11;15.19;16.5;12.63;12.9;14.04;14.71;16.36;11.73;11.66;11.05;13.49;13.67;14.12;13.72;13.22;13.48;16.37;15.15;15.1;15.75
5;0;482;0;0;0.17;0;384.07;-19.32;10;11;72.6;83;8;88.5;5;6270.29;6544.28;0.08;1;385;16.36;5;5.29;12;85;12;-500.09;15.14;16.5;12.66;13.01;13.97;14.71;16.36;11.74;11.66;11.05;13.49;13.67;14.06;13.66;13.23;13.49;16.37;15.15;15.13;15.76
5.1;0;482;0;0;0.16;0;384.02;-19.72;10;11;72.6;83;8;88.5;6.08;6381.75;6644.27;0.08;1;385;16.65;5;5.29;12;85;12;-500.08;15.09;16.5;12.68;13.13;13.9;14.72;16.37;11.75;11.66;11.05;13.49;13.67;14.01;13.64;13.23;13.5;16.37;15.15;15.15;15.76
5.2;0;482;0;0;0.15;0;383.97;-20.15;10;11;72.6;83;8;88.5;6.08;6481.74;6744.27;0.08;1;385;16.9;5;5.29;12;85;12;-500.06;15.04;16.5;12.71;13.24;13.83;14.73;16.37;11.75;11.66;11.06;13.49;13.67;13.97;13.61;13.23;13.51;16.37;15.15;15.16;15.76
5.3;0;482;0;0;0.17;0;383.92;-20.6;10;11;72.6;83;8;88.5;6.08;6575.56;6844.26;0.08;1;385;17.15;5;5.29;12;85;12;-500.05;15;16.5;12.77;13.36;13.76;14.74;16.37;11.75;11.66;11.07;13.49;13.67;13.94;13.59;13.23;13.52;16.37;15.15;15.17;15.76
5.4;0;482;0;0;0.15;0;383.84;-21.08;10;11;72.6;83;8;88.5;6.08;6665.55;6918.55;0.08;1;385;17.4;5;5.29;12;85;12;-500.04;15;16.5;12.83;13.48;13.69;14.75;16.37;11.75;11.66;11.08;13.49;13.67;13.9;13.56;13.23;13.53;16.37;15.15;15.18;15.76
5.5;0;482;0;0;0.18;0;383.74;-21.58;10;11;72.6;83;8;88.5;6.08;6761.72;6978.55;0.08;1;385;17.65;5;5.29;12;85;12;-500.05;15;16.5;12.89;13.61;13.63;14.76;16.37;11.75;11.66;11.08;13.49;13.67;13.87;13.53;13.23;13.54;16.37;15.15;15.19;15.76
5.6;0;482;0;0;0.23;0;383.67;-21.99;10;11;72.6;83;8;88.5;6.08;6861.71;7000;0.08;1;385;17.9;5;5.29;12;85;12;-500.06;15;16.5;12.95;13.73;13.56;14.77;16.37;11.75;11.66;11.09;13.49;13.67;13.83;13.51;13.23;13.54;16.37;15.15;15.2;15.76
5.7;0;482;0;0;0.19;0;383.62;-22.34;10;11;72.6;83;8;88.5;6.08;6930.85;7000;0.6;1;385;18.08;5;5.29;12;85;12;-500.06;15;16.5;13.02;13.85;13.49;14.77;16.37;11.75;11.66;11.1;13.49;13.67;13.8;13.48;13.23;13.55;16.37;15.15;15.2;15.76
5.8;0;482;0;0;0.15;0;383.6;-22.39;10;11;72.6;83;8;88.5;6.08;6980.85;7000;0.6;1;385;18.2;5;5.29;12;85;12;-500.07;15;16.5;13.08;13.97;13.42;14.78;16.37;11.75;11.66;11.11;13.49;13.67;13.76;13.46;13.23;13.56;16.37;15.15;15.21;15.76
5.9;0;482;0;0;0.21;0;383.6;-22.19;10;11;72.6;83;8;88.5;6.08;7000;7000;0.6;1;385;18.25;5;5.29;12;85;12.31;-500.08;15;16.5;13.14;14.09;13.35;14.79;16.37;11.75;11.66;11.12;13.49;13.67;13.73;13.43;13.23;13.57;16.37;15.15;15.22;15.76
6;0;482;0;0;0.18;0;383.6;-22.13;10;11;72.6;83;8;88.5;6.08;7000;7000;0.6;1;385;18.25;5;5.29;12;85;12.81;-500.09;15;16.5;13.2;14.22;13.28;14.8;16.37;11.75;11.66;11.13;13.49;13.67;13.69;13.4;13.23;13.58;16.37;15.15;15.23;15.76
6.1;0;482;0;0;0.16;0;383.6;-22.18;10;11;72.6;83;8;88.5;7;7000;7000;0.6;1;385;18.25;5;5.29;12;85;13;-500.09;15;16.5;13.26;14.34;13.21;14.8;16.37;11.74;11.66;11.13;13.5;13.67;13.66;13.41;13.23;13.59;16.37;15.15;15.24;15.76
6.2;0;482;0;0;0.19;0;383.6;-22.2;10;11;72.6;83;8;88.5;7;7000;7000;0.6;1;385;18.25;5;5.29;12;85;13;-500.1;15;16.5;13.32;14.46;13.14;14.8;16.37;11.73;11.66;11.12;13.51;13.67;13.65;13.42;13.23;13.6;16.37;15.16;15.26;15.76
6.3;0;482;0;0;0.19;0;383.6;-22.2;10;11;72.6;83;8;88.5;7;7000;7000;0.6;1;385;18.25;5;5.29;12;85;13;-500.11;15;16.5;13.36;14.6;13.11;14.8;16.37;11.73;11.66;11.11;13.52;13.67;13.65;13.43;13.23;13.6;16.37;15.17;15.28;15.76
6.4;0;482;0;0;0.18;0;383.57;-22.2;10;11;72.6;83;8;88.5;7;7000;7000;0.6;1;385;18.25;5;5.29;12;85;13;-500.12;15;16.5;13.41;14.74;13.09;14.8;16.37;11.72;11.66;11.11;13.53;13.67;13.64;13.44;13.23;13.61;16.37;15.18;15.29;15.76
6.5;0;482;0;0;0.21;0;383.52;-22.2;10;11;72.6;83;8;88.5;7;7000;7000;0.8;1;385;18.25;5;5.29;12;85;13;-500.12;15;16.5;13.45;14.88;13.06;14.8;16.37;11.71;11.66;11.1;13.54;13.67;13.63;13.45;13.23;13.62;16.37;15.19;15.31;15.76
6.6;0;482;0;0;0.19;0;383.5;-22.2;10;11;72.6;83;8;88.5;7;7000;6974.33;0.8;1;385;18.25;5;5.29;12;85;13;-500.13;15;16.5;13.49;15.02;13.04;14.8;16.37;11.7;11.66;11.09;13.54;13.67;13.62;13.46;13.23;13.63;16.37;15.2;15.33;15.76
