Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
0;0;479;0;0;0.21;0;376.4;-14.4;20;21;57;62;8;88.5;3.48;5040;5440;0;1;378;13.25;6;5.64;33;85;33;-500.04;25.5;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.1;0;479;0;0;0.21;0;376.42;-14.83;20;21;57;62;8;88.5;4.6;5046.66;5440;0;1;378;13.27;6;5.64;33;85;33;-500.04;25.53;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.2;0;479;0;0;0.2;0;376.47;-15.73;20;21;57;62;8;88.5;4.6;5146.65;5449.21;0;1;378;13.52;6;5.64;33;85;33;-500.04;25.58;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.3;0;479;0;0;0.2;0;376.48;-16.1;20;21;57;62;8;88.5;4.6;5247.98;5549.2;0;1;378;13.77;6;5.64;33;85;33;-500.04;25.63;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.4;0;479;0;0;0.23;0;376.43;-15.9;20;21;57;62;8;88.5;4.6;5367.99;5647.36;0;1;378;14.15;6;5.64;33;85;33;-500.04;25.68;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.5;0;479;0;0;0.22;0;376.4;-15.75;20;21;57;62;8;88.5;4.6;5486;5727.36;0;1;378;14.52;6;5.64;33;85;33;-500.04;25.73;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.6;0;479;0;0;0.19;0;376.4;-15.65;20;21;57;62;8;88.5;4.6;5576;5800;0;1;378;14.77;6;5.64;33;85;33;-500.04;25.78;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.1;16.55;29.46;29.03;14.01;14.71;23;21.52;16.72;22.83
0.7;0;479;0;0;0.21;0;376.38;-15.89;20;21;57;62;8;88.5;4.6;5664.66;5800;0;1;378;15.01;6;5.64;33;85;33;-500.04;25.83;20.5;31.99;33.65;31.47;21.43;23.09;21.87;23.18;22.92;14.12;16.55;29.46;29.04;14.03;14.71;23;21.52;16.72;22.83
0.8;0;479;0;0;0.25;0;376.33;-16.49;20;21;57;62;8;88.5;4.6;5734.66;5801.84;0;1;378;15.13;6;5.64;33;85;33;-500.04;25.88;20.5;31.99;33.65;31.47;21.42;23.08;21.88;23.19;22.92;14.14;16.62;29.45;29.05;14.06;14.71;22.99;21.53;16.76;22.83
0.9;0;479;0;0;0.24;0;376.3;-16.7;20;21;57;62;8;88.5;4.6;5799.34;5821.83;0;1;378;15.25;6;5.64;33;85;33;-500.04;25.93;20.5;31.99;33.68;31.45;21.41;23.06;21.89;23.2;22.92;14.17;16.73;29.43;29.07;14.08;14.71;22.97;21.54;16.81;22.83
1;0;479;0;0;0.22;0;376.3;-16.5;20;21;57;62;8;88.5;4.6;5789.34;5841.83;0;1;378;15.25;6;5.64;33;85;33;-500.04;25.98;20.5;31.98;33.72;31.42;21.4;23.04;21.89;23.21;22.92;14.19;16.83;29.42;29.09;14.11;14.71;22.96;21.54;16.86;22.83
1.1;0;479;0;0;0.24;0;376.3;-16.38;20;21;57;62;8;88.5;5.64;5781.99;5861.83;0;1;378;15.26;6;5.64;33;85;33;-500.04;26;20.5;31.97;33.76;31.38;21.39;23.03;21.9;23.22;22.92;14.22;16.94;29.4;29.11;14.13;14.71;22.94;21.55;16.92;22.83
